"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.009938200E-2,-9.189037323E0,5.484947681E0,1.515254974E0
3.030620500E-2,-8.355736732E0,5.372485161E0,1.809572101E0
5.071016300E-2,-7.285546780E0,5.334199905E0,2.492124796E0
7.085375700E-2,-7.149155617E0,5.327021599E0,2.786442041E0
9.112646500E-2,-7.321439266E0,5.401198864E0,2.834298372E0
1.113986530E-1,-7.354938507E0,5.496912003E0,3.220141172E0
1.316705280E-1,-6.574280262E0,5.537590027E0,3.497708559E0
1.519420900E-1,-5.822335720E0,5.805585861E0,3.722633839E0
1.722133400E-1,-5.161916733E0,5.800800323E0,3.911666870E0
1.924844340E-1,-4.730610371E0,6.008975983E0,3.911666870E0
2.127554240E-1,-3.847060680E0,6.138188362E0,3.985844374E0
2.330262050E-1,-2.638087034E0,5.748157978E0,5.578267574E0
2.532969860E-1,-2.066202402E0,5.027320385E0,7.316653252E0
2.735676110E-1,-2.197807550E0,4.129413605E0,9.030512810E0
2.938382360E-1,-2.183450699E0,4.069592953E0,1.025623608E1
3.141087570E-1,-1.479362607E0,5.017749310E0,1.120439243E1
3.343792780E-1,-3.661018610E-1,4.974678040E0,1.207837009E1
3.546496940E-1,7.016952634E-1,3.552743435E0,1.190608692E1
3.749201630E-1,1.386640668E0,3.064009428E0,1.133599758E1
3.951905280E-1,2.358724833E0,2.645265341E0,1.046261692E1
4.154609440E-1,3.637090445E0,2.024926186E0,9.421140671E0
4.357313090E-1,3.917050600E0,2.067996979E0,1.006959629E1
4.560016740E-1,2.648256540E0,2.786442041E0,1.081436157E1
4.762720380E-1,1.925025821E0,2.776870728E0,1.019641590E1
4.965424030E-1,9.888339639E-1,3.160320520E0,9.760921478E0
5.168127150E-1,2.307877541E0,4.881358147E0,8.304888725E0
5.372127150E-1,4.161118507E0,4.993820667E0,7.110272408E0
5.573533920E-1,4.475176334E0,4.639683247E0,8.192426682E0
5.776237570E-1,3.383451223E0,4.673182487E0,8.702695847E0
5.978940690E-1,6.514459848E-1,4.692325115E0,9.777671814E0
6.181643820E-1,3.044866920E-1,5.180460930E0,9.480961800E0
6.385643820E-1,3.205784082E0,3.658027649E0,6.325426579E0
6.587050070E-1,4.479962349E0,2.015354872E0,6.232106686E0
6.789753710E-1,2.906681299E0,2.784049034E0,9.032905579E0
6.992456840E-1,1.429711580E0,4.261617184E0,8.736195564E0
7.195159960E-1,1.499103427E0,4.007379532E0,7.350152969E0
7.399159960E-1,2.863610506E0,1.960319996E0,6.835097790E0
7.600566740E-1,4.496711731E0,2.000998020E0,8.242675781E0
7.803269860E-1,7.091728210E0,2.226521492E0,9.653244972E0
8.005972990E-1,7.345367432E0,3.210569859E0,8.839086533E0
8.208676110E-1,6.284748554E0,2.733799934E0,8.410771370E0
8.412676110E-1,5.782256126E0,2.733799934E0,7.524828911E0
8.614082360E-1,5.080560684E0,2.705085993E0,5.386841774E0
8.816785490E-1,6.174678802E0,2.207378864E0,4.278367043E0
9.019489130E-1,8.327022552E0,1.941177368E0,5.216951370E0
9.222192260E-1,8.810971260E0,3.241676569E0,6.643671989E0
9.426192260E-1,7.917850018E0,2.659622431E0,6.212365627E0
9.627598510E-1,6.866802692E0,5.862415433E-1,4.792823792E0
9.830301630E-1,5.834897995E0,4.761717021E-1,4.127020836E0
1.003300528E0,5.988038540E0,6.628118753E-1,4.074378967E0
1.023574799E0,7.604390144E0,9.690931439E-1,4.627718925E0
1.043879694E0,8.961718559E0,9.810572863E-1,5.360520840E0
1.064110892E0,8.470592499E0,7.106683254E-1,4.701896667E0
1.084381361E0,7.034300327E0,9.547362328E-1,3.715455294E0
1.104651778E0,6.912266254E0,1.555334777E-1,2.145165443E0
1.124922142E0,8.696115494E0,-9.152546525E-2,1.194616675E0
1.145192507E0,1.066421223E1,2.129612118E-1,3.075973511E0
1.165462924E0,1.094178009E1,8.374879509E-2,4.699503899E0
1.185733288E0,9.873982430E0,3.110669367E-2,3.032902718E0
1.206003653E0,9.222537041E0,3.206382394E-1,-1.154536903E-1
1.226274017E0,9.485747337E0,4.570291340E-1,-1.611566067E0
1.246544382E0,9.535996437E0,9.571290575E-3,-3.164508045E-1
1.266814694E0,9.644271851E0,-7.160521746E-1,2.440679073E-1
1.287085007E0,1.088913727E1,-1.252642632E0,7.776673436E-1
1.307355371E0,1.091306591E1,-2.272583246E0,2.678765059E0
1.327625788E0,9.773484230E0,-1.786242127E0,1.051047325E0
1.347896101E0,1.021854877E1,-1.869990945E0,-1.848455518E-1
1.368166465E0,1.046500969E1,-2.607578516E0,7.417750359E-2
1.388436778E0,1.146820068E1,-2.542972326E0,4.953143001E-1
1.408707090E0,9.948160172E0,-1.336391449E0,-3.738785386E-1
1.428977455E0,8.947361946E0,-7.567301393E-1,-8.309076428E-1
1.449247819E0,9.780662537E0,-2.138585329E0,-1.974078640E-2
1.469518132E0,9.004789352E0,-3.467200041E0,5.072783828E-1
1.489788496E0,8.001599312E0,-3.220739365E0,3.613162339E-1
1.510058861E0,1.190668583E1,-4.190430641E0,-7.064808607E-1
1.530329174E0,9.902696609E0,-5.114060402E0,-9.625129104E-1
1.550599538E0,8.722436905E0,-4.822135925E0,3.206382394E-1
1.570869903E0,9.033503532E0,-5.916254044E0,6.723831892E-1
1.591140215E0,8.528019905E0,-6.342774391E0,8.159525394E-1
1.611410580E0,9.296713829E0,-6.179464340E0,-9.571290575E-3
1.631680944E0,9.538389206E0,-5.519045353E0,1.746760458E-1
1.651951309E0,9.325428009E0,-5.370690346E0,2.871387079E-2
1.672221674E0,8.655437469E0,-4.551746845E0,-1.831705689E0
1.692492038E0,7.848458290E0,-4.077369690E0,-6.610172391E-1
1.712762403E0,6.692126751E0,-3.768695593E0,2.063211441E0
1.733032819E0,6.682555676E0,-2.686541557E0,2.518445730E0
1.753303236E0,7.628318787E0,-1.649851203E0,9.978070259E-1
1.773573601E0,7.874779224E0,-1.422533035E0,-1.255035520E0
1.793843965E0,7.836493969E0,-1.200000525E0,-2.621935368E0
1.814114382E0,8.715258598E0,-1.384247899E0,-2.631506681E0
1.834384746E0,9.559925079E0,-2.231905222E0,-1.628315806E0
1.854655111E0,1.107338524E1,-2.471187592E0,5.575276613E-1
1.874925528E0,9.876375198E0,-2.772683144E0,-3.379862010E-1
1.895195944E0,8.748757362E0,-2.748754978E0,-1.941775560E0
1.915466309E0,8.827720642E0,-3.536591768E0,-2.497508526E0
1.935736726E0,9.495318413E0,-3.952943087E0,-2.334796667E0
1.956007142E0,9.143573761E0,-4.238286972E0,-2.095514536E0
1.976277507E0,8.799007416E0,-4.477569580E0,-1.654636860E0
1.996547924E0,9.559925079E0,-5.464010715E0,-1.869990945E0
2.016818340E0,8.954540253E0,-5.149952412E0,-1.714457393E0
2.037088757E0,6.677769661E0,-5.092525005E0,-1.623530149E0
2.057359174E0,7.314260483E0,-5.318048477E0,-2.877967358E0
2.077629590E0,7.283154011E0,-4.956133842E0,-3.455235958E0
2.097900007E0,6.303891182E0,-5.770291805E0,-3.254238844E0
2.118170424E0,2.775076151E0,-7.867600918E0,-3.759124279E0
2.138570424E0,9.337990284E-1,-9.141180992E0,-3.797409534E0
2.158711309E0,1.297508121E0,-9.203393936E0,-2.638685226E0
2.178981726E0,4.402793884E0,-1.050150013E1,-2.581257343E0
2.199252142E0,6.866802692E0,-9.076574326E0,-2.351546526E0
2.219522611E0,6.582056999E0,-7.015157700E0,-3.254238844E0
2.239922611E0,6.251249313E0,-5.870790482E0,-5.997610092E0
2.260063496E0,4.513461590E0,-6.102894306E0,-7.185048103E0
2.280333965E0,3.131606579E0,-6.680162430E0,-6.450451851E0
2.300604382E0,3.375674486E0,-7.201797962E0,-4.489533424E0
2.320874851E0,3.878765583E0,-6.739983082E0,-2.796611547E0
2.341274851E0,3.407379389E0,-7.637889862E0,-1.769492388E0
2.361415736E0,1.752742529E0,-8.626724243E0,-1.240678549E0
2.381686205E0,1.122832060E0,-1.073121166E1,-1.664208174E0
2.401956674E0,1.791027784E0,-1.167218876E1,-1.834098577E0
2.422227142E0,2.796611547E0,-1.023051357E1,-1.879562140E0
2.442627142E0,4.060619831E0,-9.023932457E0,-1.266999602E0
2.462768080E0,3.864408493E0,-8.660223007E0,1.028913707E-1
2.483038549E0,3.419343472E0,-9.181859016E0,7.896314859E-1
2.503309069E0,3.634697676E0,-1.036451149E1,1.488933921E0
2.523579590E0,3.457628727E0,-1.198564816E1,2.286342144E0
2.543850059E0,2.899502754E0,-1.306301689E1,1.615753531E0
2.564257976E0,2.293520451E0,-1.238525009E1,1.524826288E0
2.584539590E0,1.664208174E0,-1.091306591E1,1.165902853E0
