"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.139543700E-2,-2.324627161E0,4.105485439E0,7.670791149E0
3.154033300E-2,-2.056631088E0,3.969094515E0,8.587840080E0
5.181304200E-2,-1.462612867E0,3.614956856E0,9.001798630E0
7.208517700E-2,-1.956132531E0,3.440280676E0,8.748159409E0
9.235668700E-2,-1.972882271E0,3.411566973E0,8.860622406E0
1.126277290E-1,-1.649253011E0,3.421138287E0,9.028120041E0
1.328985100E-1,-1.673181176E0,3.614956856E0,8.810373306E0
1.531689790E-1,-1.869990945E0,3.428316593E0,8.334200859E0
1.734392390E-1,-2.078166485E0,3.562314749E0,8.324629784E0
1.937093440E-1,-1.637288928E0,3.703491211E0,8.595019341E0
2.139792920E-1,-1.386042476E0,3.655634880E0,8.568697929E0
2.342490830E-1,-1.024726272E0,3.782454491E0,8.683553696E0
2.545187710E-1,-8.931210637E-1,3.732205153E0,9.219545364E0
2.747884580E-1,-7.393822074E-1,3.478565931E0,9.305686951E0
2.950580940E-1,-8.428717852E-1,3.356531858E0,8.225926399E0
3.153276250E-1,-5.383850932E-1,3.260818958E0,6.449853420E0
3.355971040E-1,-2.129612118E-1,3.524029493E0,5.417948723E0
3.558665830E-1,7.806583643E-1,2.903690338E0,5.796014786E0
3.761360620E-1,2.315055847E0,2.587837696E0,6.363711834E0
3.964054890E-1,4.951348305E0,2.183450699E0,9.071190834E0
4.166749170E-1,6.145965099E0,2.757728100E0,9.097511292E0
4.369442920E-1,5.257629395E0,2.827120066E0,8.932407379E0
4.572137190E-1,5.169095039E0,2.827120066E0,9.114261627E0
4.774830940E-1,4.800600529E0,2.999403238E0,8.329415321E0
4.977524690E-1,5.693721294E0,3.832703590E0,9.612566948E0
5.180218440E-1,6.052644730E0,3.574278831E0,1.045304585E1
5.382912190E-1,4.788636208E0,1.905285001E0,9.447462082E0
5.585605940E-1,4.295116425E0,-2.949153781E-1,7.529614449E0
5.788299170E-1,6.287141323E0,1.555334777E-1,6.887740135E0
5.990992920E-1,7.053442955E0,3.110669553E-1,8.046463966E0
6.193686140E-1,5.681757450E0,-2.542374134E-1,9.665208817E0
6.396379890E-1,4.685744762E0,-5.318048596E-1,1.001934624E1
6.600379890E-1,6.055037498E0,-2.853440940E-1,8.197212219E0
6.801766350E-1,1.006780148E1,-1.805384636E0,5.705087185E0
7.004459580E-1,9.449854851E0,-2.374876440E-1,4.534399033E0
7.207153330E-1,7.474579811E0,1.120439172E0,5.977869034E0
7.409846560E-1,6.842874527E0,1.426720500E0,7.253841877E0
7.612539790E-1,7.223333359E0,1.115653515E0,5.429912567E0
7.815233540E-1,9.358927727E0,-1.024726272E0,3.083152056E0
