"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.169309400E-2,-4.275701940E-1,-5.709813237E-1,-7.283740491E-2
6.196226000E-2,-2.805638015E-1,-6.407560706E-1,-2.097237855E-1
8.223142700E-2,-2.033322006E-1,-5.715139508E-1,-1.676458716E-1
1.025005940E-1,-1.687111259E-1,-4.954807460E-1,-8.082687855E-2
1.227698640E-1,-1.063932031E-1,-4.347607195E-1,-9.094688296E-2
1.430391350E-1,-3.289001435E-2,-4.928175807E-1,-1.127847880E-1
1.633084060E-1,1.771000773E-2,-6.348971128E-1,-5.366265774E-2
1.835777290E-1,3.315633163E-2,-8.138614297E-1,8.122635074E-3
2.038470520E-1,4.860265180E-2,-9.326383471E-1,-3.395527974E-2
2.241163750E-1,-7.443529367E-2,-9.805752039E-1,-5.419528857E-2
2.443856460E-1,-3.024017215E-1,-9.603351951E-1,-3.448791057E-2
2.646550210E-1,-3.588607013E-1,-9.294425249E-1,-8.775109053E-2
2.849243960E-1,-2.283658981E-1,-1.048752069E0,-1.197090000E-1
3.051937710E-1,-1.719069183E-1,-1.396960139E0,4.061317816E-2
3.254630940E-1,-4.664523304E-1,-2.115347385E0,2.487390637E-1
3.457324170E-1,-1.152215838E0,-3.102580309E0,4.559328258E-1
3.660017920E-1,-1.700160742E0,-3.833617449E0,5.214465261E-1
3.862711140E-1,-2.027729273E0,-4.346941471E0,7.663240433E-1
4.065404890E-1,-1.792306066E0,-3.995004892E0,9.042756557E-1
4.268098120E-1,-1.259807467E0,-2.549309015E0,7.865640521E-1
4.470791870E-1,-9.643298984E-1,-1.207343221E0,8.366314173E-1
4.673485620E-1,-9.062730670E-1,-1.141296864E0,1.010802031E0
4.876178850E-1,-8.306393027E-1,-1.432646394E0,1.015063047E0
5.078872600E-1,-5.115928650E-1,-1.302684307E0,1.053412557E0
5.281565830E-1,5.339634046E-2,-1.203082085E0,1.204147339E0
5.484259580E-1,3.419496417E-1,-1.436374903E0,1.616271257E0
5.686952810E-1,7.882951200E-2,-2.031723976E0,1.818671346E0
5.889646560E-1,-4.637891650E-1,-2.090313673E0,1.730254412E0
6.092339790E-1,-7.225150466E-1,-1.646098614E0,1.444763780E0
6.295033540E-1,-3.615238369E-1,-1.521063328E0,1.606151223E0
6.499033540E-1,4.319643974E-1,-2.288851976E0,2.106159449E0
6.700420000E-1,1.287637472E0,-2.971552849E0,2.241980553E0
6.903113230E-1,1.315866947E0,-2.592984915E0,1.155677915E0
7.105806980E-1,6.395576596E-1,-2.339984655E0,-3.062632866E-3
7.308500210E-1,4.101265073E-1,-2.862895966E0,2.412822098E-1
7.511193440E-1,8.914924860E-1,-4.314983368E0,1.058206320E0
7.713886670E-1,1.366466880E0,-5.290631771E0,1.853691936E0
7.916580420E-1,1.346226931E0,-5.635643959E0,1.994306684E0
8.119273640E-1,9.133304358E-1,-5.006206512E0,1.708416581E0
8.321966870E-1,2.327601016E-1,-3.947600842E0,1.274454832E0
8.525966870E-1,-4.573975801E-1,-3.805387974E0,1.352618456E0
8.727353330E-1,-6.894918680E-1,-5.400753498E0,1.771799803E0
8.930047080E-1,-4.780370593E-1,-7.199051857E0,1.740374446E0
9.132740310E-1,-1.287637353E-1,-6.762426853E0,1.124785304E0
9.335433540E-1,1.842906028E-1,-5.548825264E0,5.374255180E-1
9.539433540E-1,5.358276367E-1,-5.387970448E0,6.354297400E-1
9.740820000E-1,8.510124683E-1,-5.057339191E0,9.298419952E-1
9.943513230E-1,1.228515267E0,-4.120706081E0,1.084305286E0
1.014620646E0,1.622662783E0,-3.335207224E0,1.521995425E0
1.034889969E0,2.110420465E0,-3.204313040E0,1.869670868E0
1.055289969E0,2.531599045E0,-2.925746679E0,1.566736460E0
1.075428614E0,2.707900286E0,-3.018424511E0,1.227583170E0
1.095697937E0,2.774346113E0,-3.198986769E0,1.357412219E0
1.115967260E0,2.802575588E0,-2.799512863E0,1.536909103E0
1.136236583E0,2.901112318E0,-1.822399735E0,1.325454235E0
1.156636583E0,2.987931252E0,-1.674328089E0,9.127978086E-1
1.176775281E0,3.063032389E0,-1.874597669E0,5.890907645E-1
1.197044604E0,3.142927170E0,-1.766473413E0,6.897581816E-1
1.217313927E0,3.136003017E0,-1.554086447E0,8.739156723E-1
1.237583250E0,2.963963032E0,-1.786713481E0,7.392929792E-1
1.257852573E0,2.557698011E0,-1.963547230E0,2.455432713E-1
1.278121896E0,2.156759501E0,-1.718536615E0,-8.988162130E-2
1.298391271E0,1.898432970E0,-1.571663380E0,1.545963883E-1
1.318660594E0,1.642370224E0,-1.213202119E0,4.985433817E-1
1.338929917E0,1.297224760E0,-8.319709301E-1,6.061350107E-1
