"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.177756500E-2,-1.784317940E-1,-3.781688958E-2,5.805691332E-2
3.164421800E-2,-1.784317940E-1,-3.781688958E-2,5.805691332E-2
5.154138700E-2,-1.784317940E-1,-3.781688958E-2,5.805691332E-2
7.143855600E-2,-1.784317940E-1,-3.781688958E-2,5.805691332E-2
9.130520800E-2,-1.256479383E0,-5.699164867E-1,-7.616640925E-1
1.112023770E-1,-1.048752904E0,-1.012001261E-1,-1.075917125E0
1.310995460E-1,-1.027980208E0,6.657902896E-2,-1.225054145E0
1.509661980E-1,-1.312938452E0,2.343581803E-2,-1.186704636E0
1.708633670E-1,-1.726793647E0,-2.588592768E-1,-9.416937828E-1
1.907605360E-1,-1.918008685E0,-7.121292949E-1,-6.455502510E-1
2.106577060E-1,-1.735315800E0,-1.294296265E0,-2.695119083E-1
2.305243570E-1,-1.544100881E0,-9.779127836E-1,-1.757686399E-2
2.504215260E-1,-1.429052234E0,6.753776670E-1,1.651159972E-1
2.703186960E-1,-1.237837315E0,3.132942677E0,4.362258017E-1
2.901853480E-1,-1.379517436E0,4.932706833E0,4.143878818E-1
3.100825180E-1,-1.417866945E0,4.296744347E0,1.336906850E-1
3.299796870E-1,-8.197209835E-1,2.011219263E0,2.460760921E-1
3.498463380E-1,-3.802994192E-1,2.230663776E0,5.842975378E-1
3.697435080E-1,1.422128081E-1,1.713477850E0,6.056028605E-1
3.896406770E-1,1.314536333E0,1.432780623E-1,5.885586143E-1
4.095073290E-1,2.287655354E0,-1.471662879E0,5.789712071E-1
4.294044980E-1,2.368083000E0,-2.142246723E0,5.997439027E-1
4.493016670E-1,2.000034094E0,-2.436792374E0,4.442152679E-1
4.691683190E-1,1.154746652E0,-2.395779848E0,1.384843793E-2
4.890654880E-1,8.607336879E-1,-2.237055302E0,-1.864212751E-2
5.089626570E-1,9.576727748E-1,-3.036536217E0,4.724447727E-1
5.288293100E-1,1.413073301E0,-4.182760715E0,9.337043166E-1
5.487264790E-1,1.910551786E0,-4.940696716E0,1.030643344E0
5.686236480E-1,2.005892992E0,-5.871737480E0,1.258077264E0
5.884903000E-1,1.596298814E0,-6.725014687E0,1.681519985E0
6.083874690E-1,1.025317073E0,-7.057909489E0,2.077798367E0
6.282846380E-1,3.281014562E-1,-7.074421406E0,2.794188738E0
6.481512900E-1,-2.199771106E-1,-7.024886608E0,3.366235733E0
6.680484590E-1,-7.382282615E-1,-7.543137550E0,3.742806673E0
6.879151110E-1,-1.017860174E0,-7.326356411E0,4.013383865E0
7.078122800E-1,-1.028512836E0,-6.576410294E0,4.527906418E0
7.277094490E-1,-9.715211987E-1,-6.034190655E0,5.006210327E0
7.475761020E-1,-5.107942820E-1,-6.016080856E0,5.449892998E0
7.674732710E-1,3.920173049E-1,-6.099171638E0,5.694371223E0
7.873704400E-1,1.442900658E0,-5.560680389E0,5.388640404E0
8.072676080E-1,2.144377232E0,-4.329234600E0,4.619519234E0
8.271342610E-1,2.019208670E0,-2.340918541E0,4.169445038E0
8.470314300E-1,1.425856471E0,7.882957160E-2,3.586212873E0
8.669286000E-1,5.858954787E-1,1.650627255E0,2.860234976E0
8.867952510E-1,3.233077526E-1,2.477805138E0,2.092179298E0
9.066924200E-1,5.161206126E-1,2.166215181E0,1.302818418E0
9.265895900E-1,6.727145314E-1,1.304416299E0,6.114618182E-1
9.464562410E-1,5.629922748E-1,1.015197039E0,2.039981484E-1
9.663534110E-1,1.938781291E-1,8.266451955E-1,-3.834952042E-2
9.862505800E-1,-4.048004746E-2,9.928264618E-1,-1.017327532E-1
1.006117232E0,-2.455434501E-1,1.602690339E0,-3.339604139E-1
1.026014401E0,-4.873584807E-1,1.874865413E0,-3.701793849E-1
1.045881053E0,-6.034722924E-1,1.582983017E0,-2.812298238E-1
1.065778223E0,-3.888215125E-1,4.154531360E-1,-1.789644361E-1
1.085675392E0,1.225054115E-1,-4.266384244E-1,-2.849582434E-1
1.105542043E0,4.383563101E-1,-9.342369437E-1,-2.359560728E-1
1.125439213E0,3.137203753E-1,-8.500810266E-1,-2.530003190E-1
1.145336382E0,-3.462109342E-2,-5.443501472E-1,-5.294364095E-1
1.165203033E0,-8.356999755E-1,-8.575379103E-2,-7.169229984E-1
