"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.557021800E-2,-2.757728100E0,2.561516523E0,8.115856171E0
4.585376000E-2,-2.736192703E0,2.516052961E0,8.142177582E0
6.597001000E-2,-2.315055847E0,1.965105653E0,8.647661209E0
8.624292700E-2,-2.018345833E0,1.642074585E0,8.743373871E0
1.065151660E-1,-2.011167526E0,1.682752490E0,8.386843681E0
1.267871980E-1,-2.204986095E0,1.424327731E0,8.132605553E0
1.470588640E-1,-2.403590441E0,8.901300430E-1,8.003393173E0
1.673303230E-1,-2.604587555E0,3.349951804E-1,7.996214867E0
1.876015730E-1,-2.532802820E0,-3.810569942E-1,7.790432453E0
2.078726140E-1,-2.274377823E0,-9.266205430E-1,6.859025955E0
2.281436560E-1,-2.609373093E0,-1.451246977E0,6.636493683E0
2.484145410E-1,-3.153141975E0,-1.290927768E0,8.951549530E0
2.686854270E-1,-2.961716175E0,-1.448854089E0,1.092203903E1
2.889562080E-1,-3.256033421E0,-1.410568953E0,1.050568771E1
3.092268850E-1,-2.923431158E0,-1.164108157E0,8.113463402E0
3.294975620E-1,-2.841476917E0,-2.051845312E0,6.126224041E0
3.497682390E-1,-3.416352510E0,-3.512663603E0,4.742574692E0
3.700388640E-1,-4.405186653E0,-4.302893162E0,3.923630953E0
3.903094370E-1,-6.035895348E0,-5.044668198E0,3.940380573E0
4.105800620E-1,-8.956335068E0,-5.284548759E0,5.683551788E0
4.308506350E-1,-9.945169449E0,-5.330012321E0,6.612565517E0
4.512506870E-1,-9.134002686E0,-6.455237389E0,6.614958286E0
4.713917810E-1,-9.122037888E0,-6.629913330E0,6.016154289E0
4.916623020E-1,-1.086700439E1,-4.281357765E0,7.390830994E0
5.119328750E-1,-1.222732353E1,-2.763111830E0,7.764111042E0
5.322035000E-1,-1.332383442E1,-1.781456470E0,8.623732567E0
5.526035000E-1,-1.328794193E1,-1.467996716E0,1.004806042E1
5.727446460E-1,-1.184626675E1,-1.379462242E0,9.839884758E0
