"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.851276300E-2,3.195733786E0,-1.268295527E0,9.184177399E0
5.870161700E-2,3.195164919E0,-1.152898431E0,9.199572563E0
7.890130500E-2,3.187784672E0,-1.039079070E0,9.215679169E0
9.907932600E-2,3.244278908E0,-9.312359095E-1,9.207488060E0
1.192577630E-1,3.355393648E0,-8.591573834E-1,9.174614906E0
1.394370340E-1,3.479437113E0,-8.438161016E-1,9.129724503E0
1.596174510E-1,3.586885929E0,-8.682935834E-1,9.085742950E0
1.797993260E-1,3.685263395E0,-8.877679706E-1,9.044394493E0
1.999828670E-1,3.840653181E0,-9.219701290E-1,8.976065636E0
2.201681800E-1,4.016385555E0,-1.019881725E0,8.888131142E0
2.403553670E-1,4.231543541E0,-1.122115493E0,8.775264740E0
2.605444300E-1,4.484314442E0,-1.143389821E0,8.646038055E0
2.807352630E-1,4.730681896E0,-1.079717040E0,8.522045135E0
3.009277630E-1,4.967152119E0,-1.002259374E0,8.396026611E0
3.211217210E-1,5.214829445E0,-9.474394321E-1,8.250956535E0
3.413168260E-1,5.508204937E0,-9.079124331E-1,8.062615395E0
3.615127630E-1,5.860024929E0,-8.568351865E-1,7.816414356E0
3.817092210E-1,6.241404057E0,-8.141596317E-1,7.520133972E0
4.019058880E-1,6.610064030E0,-8.200000525E-1,7.197571754E0
4.221013050E-1,6.919607162E0,-8.817856312E-1,6.892887115E0
4.422904710E-1,7.199850082E0,-9.676945806E-1,6.587573528E0
4.624790130E-1,7.466781139E0,-1.042389393E0,6.271442413E0
4.826621380E-1,7.673870087E0,-1.113029122E0,6.003604889E0
5.028456800E-1,7.800060749E0,-1.188228130E0,5.823878288E0
5.230298460E-1,7.890240192E0,-1.228282928E0,5.692609787E0
5.432147420E-1,8.001141548E0,-1.205721021E0,5.540609360E0
5.634005760E-1,8.156915665E0,-1.152072310E0,5.320509911E0
5.835873460E-1,8.328494072E0,-1.117607951E0,5.055445671E0
6.037751590E-1,8.486980438E0,-1.137356877E0,4.779953957E0
6.239640130E-1,8.646344185E0,-1.198289871E0,4.469366074E0
6.441539090E-1,8.822348595E0,-1.299813390E0,4.080075741E0
6.643447420E-1,9.006313324E0,-1.401608229E0,3.618314743E0
6.845364090E-1,9.229743004E0,-1.427896857E0,2.990544319E0
7.047287010E-1,9.477260590E0,-1.301464796E0,2.158266544E0
7.249215130E-1,9.635705948E0,-1.069093585E0,1.476682663E0
7.451146380E-1,9.694453239E0,-9.385066628E-1,1.143312335E0
7.653078670E-1,9.694686890E0,-1.015068889E0,1.073809147E0
7.855009920E-1,9.729098320E0,-1.013218880E0,6.988722086E-1
8.056898460E-1,9.755721092E0,-9.614210129E-1,2.682498395E-1
8.258895340E-1,9.762361526E0,-9.308922887E-1,-1.083523687E-2
8.460675550E-1,9.770676613E0,-8.148848414E-1,-2.005688250E-1
8.662459920E-1,9.780098915E0,-4.890274405E-1,-5.299988389E-1
8.864252630E-1,9.781512260E0,-1.079946235E-1,-6.933668852E-1
9.066056800E-1,9.783578873E0,6.964036822E-2,-6.686766744E-1
9.267875550E-1,9.794880867E0,1.455544531E-1,-4.577037394E-1
9.469710960E-1,9.800565720E0,2.221640199E-1,-2.644692063E-1
9.671564090E-1,9.801060677E0,2.992285490E-1,-1.416004449E-1
9.873435960E-1,9.798832893E0,3.819416165E-1,-8.596941829E-2
1.007532659E0,9.794966698E0,4.715632796E-1,-8.142118901E-2
1.027723492E0,9.790675163E0,5.576971769E-1,-4.525833204E-2
1.047915992E0,9.787316322E0,6.154680848E-1,-4.673298914E-3
1.068109951E0,9.787576675E0,6.113276482E-1,3.791298950E-3
1.088305055E0,9.793149948E0,5.142232776E-1,-1.264924370E-2
1.108500992E0,9.799838066E0,3.653972149E-1,-5.873715971E-3
1.128697451E0,9.804278374E0,2.144342214E-1,2.323142625E-2
1.148894117E0,9.805701256E0,1.358695477E-1,-1.243325416E-2
1.169089430E0,9.805642128E0,1.210177317E-1,-7.161898911E-2
1.189293857E0,9.805516243E0,1.079866216E-1,-1.028449237E-1
1.209452190E0,9.805922508E0,6.139488518E-2,-1.024703681E-1
1.229612346E0,9.806321144E0,3.428801720E-4,-8.028641343E-2
1.249775367E0,9.806214333E0,-7.781349123E-2,-4.988384247E-2
1.269942138E0,9.804404259E0,-2.023457438E-1,5.572192743E-2
1.290113388E0,9.796286583E0,-3.763022721E-1,2.481004745E-1
1.310289638E0,9.780369759E0,-5.652660131E-1,4.418480992E-1
1.330471201E0,9.765569687E0,-7.043148279E-1,5.549567938E-1
1.350658180E0,9.757718086E0,-7.777343988E-1,5.936750174E-1
1.370850419E0,9.747543335E0,-8.441820145E-1,6.656891108E-1
1.391047555E0,9.730615616E0,-9.151238799E-1,8.050219417E-1
1.411249065E0,9.715371132E0,-9.732235670E-1,9.136667848E-1
1.431454274E0,9.705130577E0,-1.020721436E0,9.689984322E-1
1.451662399E0,9.690166473E0,-1.043050051E0,1.087710261E0
1.471872555E0,9.650797844E0,-1.029769182E0,1.404299617E0
1.492083805E0,9.566953659E0,-1.038296938E0,1.888308764E0
1.512292086E0,9.471780777E0,-1.013113022E0,2.330096483E0
1.532489013E0,9.440005302E0,-9.629645348E-1,2.475761175E0
1.552675159E0,9.448155403E0,-8.616299629E-1,2.482003450E0
1.572858805E0,9.450020790E0,-7.611414790E-1,2.507616520E0
1.593042919E0,9.430042267E0,-7.259923220E-1,2.591840744E0
1.613227659E0,9.406961441E0,-8.026838899E-1,2.652387619E0
1.633413180E0,9.442033768E0,-9.020231366E-1,2.490932465E0
1.653599586E0,9.538297653E0,-8.935368061E-1,2.095915794E0
1.673786930E0,9.593699455E0,-8.529272676E-1,1.844945788E0
1.693975211E0,9.604935646E0,-7.943295836E-1,1.812363625E0
1.714164430E0,9.637287140E0,-7.387261391E-1,1.657513261E0
1.734354534E0,9.677656174E0,-7.832553387E-1,1.378354430E0
1.754545419E0,9.710494995E0,-9.102140069E-1,1.023809195E0
1.774736982E0,9.730792046E0,-1.043015361E0,6.278534532E-1
1.794929117E0,9.732142448E0,-1.203483105E0,8.606787026E-2
1.815121669E0,9.675797462E0,-1.496906877E0,-5.555067658E-1
1.835314482E0,9.545647621E0,-1.949132919E0,-1.118875265E0
1.855512815E0,9.347967148E0,-2.483796835E0,-1.617605686E0
1.875704378E0,9.129276276E0,-2.984302044E0,-1.980063081E0
1.895883909E0,8.988311768E0,-3.294880867E0,-2.127064943E0
1.916063961E0,8.957663536E0,-3.427062750E0,-2.045944929E0
1.936244899E0,8.916149139E0,-3.502545118E0,-2.098776817E0
1.956426982E0,8.751367569E0,-3.663507938E0,-2.482466459E0
1.976610419E0,8.469924927E0,-3.861789227E0,-3.085020304E0
1.996795367E0,8.317397118E0,-4.034532547E0,-3.273202419E0
2.016981930E0,8.267790794E0,-4.192761421E0,-3.199182034E0
2.037170159E0,8.195000648E0,-4.397560120E0,-3.110274076E0
2.057360003E0,8.048725128E0,-4.785241604E0,-2.913741827E0
2.077551357E0,7.860738277E0,-5.334115982E0,-2.434417486E0
2.097744065E0,7.573824406E0,-5.987143993E0,-1.720949054E0
2.117937919E0,7.144136906E0,-6.587965012E0,-1.315457821E0
2.138132659E0,6.744056225E0,-7.016530514E0,-1.206809878E0
2.158327971E0,6.465212822E0,-7.304502010E0,-1.007799268E0
2.178553596E0,6.229815006E0,-7.534754276E0,-7.663295865E-1
2.198721305E0,6.010511875E0,-7.723772049E0,-6.224905849E-1
2.218889846E0,5.816043854E0,-7.877567291E0,-5.366143584E-1
2.239059951E0,5.616617680E0,-8.025475502E0,-4.644933343E-1
2.259232346E0,5.349298477E0,-8.211271286E0,-3.611305654E-1
2.279407555E0,5.001835823E0,-8.427556992E0,-3.582240045E-1
2.299585992E0,4.666333199E0,-8.617319107E0,-3.708763123E-1
2.319767971E0,4.396233082E0,-8.763327599E0,-2.181835771E-1
2.339953596E0,4.024768353E0,-8.942385674E0,7.316862792E-2
2.360142867E0,3.468665123E0,-9.165261269E0,3.697676361E-1
2.380335680E0,2.696673870E0,-9.404324532E0,6.760289669E-1
2.400531721E0,1.633847952E0,-9.619922638E0,9.787797332E-1
2.420730576E0,3.759211004E-1,-9.716343880E0,1.273479342E0
2.440931721E0,-8.330621123E-1,-9.659492493E0,1.473298430E0
2.461134534E0,-1.584038019E0,-9.539584160E0,1.630201459E0
2.481338388E0,-1.624198318E0,-9.497294426E0,1.825858712E0
2.501542659E0,-1.258640170E0,-9.500429153E0,2.080394983E0
2.521742971E0,-8.605313897E-1,-9.475613594E0,2.375421047E0
2.541931721E0,-6.395251751E-1,-9.508534431E0,2.312828541E0
2.562115055E0,-7.051882148E-1,-9.572326660E0,2.010884047E0
2.582298805E0,-8.285951614E-1,-9.595542908E0,1.846456051E0
2.602483180E0,-8.185430169E-1,-9.611779213E0,1.764678359E0
2.622668284E0,-6.333497763E-1,-9.652687073E0,1.610866189E0
2.642854221E0,-4.018937051E-1,-9.709761620E0,1.315067172E0
2.663041096E0,-2.260685712E-1,-9.762681007E0,8.996306658E-1
2.683228909E0,-9.700886160E-2,-9.797191620E0,4.195256531E-1
2.703417659E0,1.794526353E-2,-9.806374550E0,-7.119596004E-2
2.723607346E0,1.100488007E-1,-9.789491653E0,-5.693204403E-1
2.743797867E0,1.862041056E-1,-9.737544060E0,-1.147152662E0
2.763989117E0,2.527393401E-1,-9.634823799E0,-1.810160756E0
2.784180992E0,3.430005908E-1,-9.484140396E0,-2.470589638E0
2.804373388E0,5.020726323E-1,-9.290314674E0,-3.099736929E0
2.824566096E0,6.920852065E-1,-9.072942734E0,-3.656924725E0
2.844759013E0,8.111162186E-1,-8.866103172E0,-4.111531258E0
2.864962763E0,8.602330685E-1,-8.711018562E0,-4.421372890E0
2.885142138E0,8.825622797E-1,-8.641815186E0,-4.550879002E0
2.905321826E0,9.000051618E-1,-8.640105247E0,-4.550710678E0
2.925502242E0,8.818296194E-1,-8.690018654E0,-4.458290100E0
2.945683596E0,8.224769235E-1,-8.778288841E0,-4.293665409E0
2.965866201E0,7.864032984E-1,-8.884229660E0,-4.077060223E0
2.986050263E0,8.177686930E-1,-8.987753868E0,-3.836916208E0
3.006235888E0,9.007663131E-1,-9.080162048E0,-3.593006134E0
3.026423180E0,1.002974868E0,-9.158344269E0,-3.359934330E0
3.046612138E0,1.069181204E0,-9.206864357E0,-3.203258991E0
3.066802659E0,1.100538731E0,-9.197199821E0,-3.220360756E0
