"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.674953700E-2,-5.113265663E-2,-7.213166356E-1,7.458177209E-1
5.693318300E-2,-3.941475600E-2,-3.708449006E-1,8.725841045E-1
7.711724500E-2,-6.391582079E-3,-2.197106183E-2,8.763124943E-1
9.730182800E-2,-1.720400751E-1,1.127847880E-1,8.257125020E-1
1.174871410E-1,-6.157223582E-1,7.656582445E-2,7.942872047E-1
1.376732870E-1,-1.078046799E0,2.170474641E-2,7.703187466E-1
1.578603700E-1,-1.215998411E0,-8.961530030E-2,6.920219064E-1
1.780483910E-1,-9.677920341E-1,1.158474199E-2,5.087965727E-1
1.982373490E-1,-6.364950538E-1,2.368880063E-1,2.989396155E-1
2.184272450E-1,-4.516717792E-1,3.418164849E-1,1.593900770E-1
2.386179740E-1,-4.250401855E-1,3.487406969E-1,1.268995255E-1
2.588094330E-1,-4.756402075E-1,3.348922431E-1,1.402153224E-1
2.790015160E-1,-5.704486966E-1,2.475406379E-1,1.929458827E-1
2.991941200E-1,-6.844319105E-1,1.410142779E-1,3.047985733E-1
3.193870370E-1,-7.984151244E-1,5.792371184E-2,3.798996508E-1
3.395801620E-1,-9.438235760E-1,1.106542572E-1,4.528702199E-1
3.597841200E-1,-1.041295171E0,-1.141163707E-1,4.635228515E-1
3.799633910E-1,-4.761728346E-1,-8.145272136E-1,1.764342934E-1
4.001429740E-1,2.641853690E-1,-9.876325727E-1,-9.147951752E-2
4.203232870E-1,6.242445111E-1,-1.149019957E0,-2.454101145E-1
4.405046410E-1,1.195758462E0,-9.104009271E-1,-8.936230540E-1
4.606872450E-1,6.151897311E-1,-8.917587996E-1,-8.281093240E-1
4.808713080E-1,-8.852340579E-1,-1.822932363E-1,-4.467449486E-1
5.010570370E-1,-2.035186291E0,5.511407852E-1,-1.916143000E-1
5.212444330E-1,-2.245575666E0,9.436904192E-1,1.263668984E-1
5.414334950E-1,-2.018674612E0,1.039031506E0,1.237037405E-1
5.616242240E-1,-1.577655435E0,1.423591733E0,1.961416751E-1
5.818164120E-1,-1.098819494E0,1.709082365E0,4.773712754E-1
6.020099530E-1,-6.098634601E-1,2.176733017E0,8.709861636E-1
6.222045370E-1,-5.741770864E-1,2.112284660E0,1.219860077E0
6.423999530E-1,-1.048752069E0,1.926396132E0,1.120790482E0
6.625958910E-1,-1.313470125E0,2.101632118E0,5.663207769E-1
6.827920370E-1,-1.019457340E0,1.940244555E0,2.259690464E-1
7.029827660E-1,-3.286338449E-1,1.502421260E0,2.046637833E-1
7.231735990E-1,5.603286624E-1,1.384709597E0,1.950764060E-1
7.433752660E-1,9.736509919E-1,9.783114791E-1,-6.791055668E-3
7.635555780E-1,3.504717350E-1,4.536691606E-1,-4.424838722E-1
7.837362030E-1,-3.914843798E-1,9.330378175E-1,-8.558061719E-1
8.039174530E-1,-6.737792492E-1,1.345294833E0,-9.383640885E-1
8.240996410E-1,-7.153245211E-1,1.509878039E0,-8.717851043E-1
8.442829740E-1,-7.962845564E-1,1.822532892E0,-8.004124761E-1
8.644676620E-1,-7.632613778E-1,1.969539285E0,-6.523408294E-1
8.846538080E-1,-5.597960353E-1,1.718669772E0,-6.976145506E-1
9.048415160E-1,-6.972150803E-1,9.096019864E-1,-6.592650414E-1
9.250306830E-1,-1.190964699E0,3.492733240E-1,-4.179828167E-1
9.452213080E-1,-1.653289199E0,4.499407411E-1,-2.560627460E-1
9.654132870E-1,-1.742238641E0,8.142609000E-1,-2.624543309E-1
9.856064120E-1,-1.602156520E0,9.836378098E-1,-4.914860129E-1
1.005800474E0,-1.495630145E0,8.483493328E-1,-6.837661266E-1
1.025995266E0,-1.378983736E0,6.725808382E-1,-6.464818716E-1
1.046190474E0,-1.179779530E0,7.753787637E-1,-6.278397441E-1
1.066385891E0,-1.032773137E0,9.532778263E-1,-6.837661266E-1
1.086580891E0,-1.089764714E0,9.479514956E-1,-7.333008647E-1
1.106769953E0,-1.350221634E0,7.817703485E-1,-6.960166097E-1
1.126953599E0,-1.616004944E0,5.996102691E-1,-5.399554968E-1
1.147137662E0,-1.705487132E0,4.637891650E-1,-2.438122183E-1
1.167322245E0,-1.911082983E0,3.167827725E-1,6.884266436E-2
1.187507558E0,-1.995771408E0,4.382228255E-1,3.063964546E-1
1.207693703E0,-1.766207099E0,7.625955939E-1,6.382260919E-1
1.227880787E0,-1.320926905E0,8.094671965E-1,8.661925197E-1
1.248068808E0,-9.560741186E-1,6.448839903E-1,9.338367581E-1
1.268257766E0,-6.945518851E-1,5.037365556E-1,1.119725227E0
1.288447662E0,-5.315665603E-1,4.627238810E-1,1.514937997E0
1.308638391E0,-3.787012100E-1,6.214481592E-1,1.898432970E0
1.328829953E0,-3.707117438E-1,8.174566627E-1,2.085386753E0
1.349022141E0,-4.612591565E-1,7.471492887E-1,2.051298380E0
1.369214849E0,-5.912213326E-1,3.434143662E-1,1.880323529E0
1.389407870E0,-6.082655191E-1,2.139848322E-1,1.550091743E0
1.409601099E0,-5.741770864E-1,4.110586047E-1,1.220392704E0
1.429805162E0,-5.954823494E-1,7.205176950E-1,1.133573651E0
1.449984641E0,-6.668550372E-1,1.237703204E0,9.807083607E-1
1.470164433E0,-3.994738758E-1,1.678189754E0,7.974829674E-1
1.490344953E0,-1.725727171E-1,1.762345552E0,7.788408995E-1
1.510526516E0,-2.833601236E-1,1.336240053E0,9.892304540E-1
1.530709328E0,-4.554001987E-1,5.889576077E-1,1.066462040E0
1.550893599E0,-6.902908683E-1,2.523343265E-1,9.178577662E-1
1.571079433E0,-7.568697929E-1,5.857618451E-1,5.785713196E-1
1.591266933E0,-7.030739784E-1,8.605998755E-1,4.038680792E-1
1.611456099E0,-6.609960794E-1,4.946818054E-1,4.273038805E-1
1.631646828E0,-6.391581893E-1,9.946899116E-2,3.830954432E-1
1.651839016E0,-7.339666486E-1,2.022669315E-1,2.611227632E-1
1.672032453E0,-6.982803345E-1,2.214416862E-1,2.408827394E-1
1.692226933E0,-7.776424289E-1,-9.813741595E-2,2.169143111E-1
1.712422245E0,-8.554067016E-1,-8.588688076E-2,1.375521719E-1
1.732618078E0,-7.046719193E-1,3.519364893E-1,-7.337003201E-2
1.752814120E0,-4.665854871E-1,2.491385341E-1,-1.767006069E-1
1.773004745E0,-3.259706795E-1,-2.584595978E-1,1.258342713E-1
1.793195474E0,-6.578003168E-1,-3.825628161E-1,4.592617750E-1
1.813397037E0,-1.197888970E0,-1.476721764E-1,5.253081322E-1
1.833577870E0,-1.243695259E0,-7.576687634E-2,4.049333334E-1
1.853759016E0,-5.368928909E-1,-1.423458606E-1,8.375635743E-2
1.873940787E0,5.645897239E-2,4.407528415E-2,-3.727091253E-1
1.894123391E0,9.693899006E-2,2.533995807E-1,-6.566019058E-1
1.914307037E0,5.273054913E-2,2.331595868E-1,-5.623260736E-1
1.934491933E0,2.290316820E-1,3.940143883E-1,-4.462123215E-1
1.954678183E0,4.841623306E-1,5.506081581E-1,-6.747113466E-1
1.974865891E0,8.484824896E-1,2.187785208E-1,-1.219593763E0
1.995055058E0,1.176051021E0,2.816290855E-1,-1.893373013E0
2.015245578E0,1.284707904E0,8.946883082E-1,-2.380731106E0
2.035437349E0,1.207476377E0,8.946883082E-1,-2.508030176E0
2.055630266E0,1.076981544E0,5.633913279E-1,-2.484061718E0
2.075824120E0,8.261119723E-1,5.601955056E-1,-2.758367062E0
2.096018703E0,3.595264852E-1,8.158587813E-1,-3.071554661E0
2.116213703E0,-1.512674391E-1,6.789724231E-1,-3.212702036E0
2.136408912E0,-2.135853618E-1,-3.047985733E-1,-2.969821930E0
2.156603703E0,4.527370632E-2,-8.076030016E-1,-2.272606850E0
2.176792870E0,9.747162461E-2,-1.103879437E-1,-1.862480283E0
