"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.636125500E-2,-2.269011587E-1,1.755021811E-1,-6.205160543E-2
3.654990100E-2,-3.259706795E-1,7.536740601E-2,8.175898343E-2
5.673313000E-2,-3.185138404E-1,4.527370445E-3,2.447443157E-1
7.691677600E-2,-2.679138184E-1,-3.701791167E-2,2.564622164E-1
9.710094200E-2,-2.215748429E-1,-1.067926809E-1,1.238368973E-1
1.172858380E-1,-1.667137593E-1,-2.431464195E-1,2.689790726E-2
1.374715670E-1,-1.049284711E-1,-2.697780132E-1,1.312937438E-1
1.576582340E-1,-1.017326787E-1,-2.516685426E-1,2.165148407E-1
1.778458380E-1,-1.821600795E-1,-2.095906287E-1,1.861548275E-1
1.980343800E-1,-2.295643091E-1,-1.392832249E-1,1.685779691E-1
2.182238590E-1,-2.652506530E-1,-2.157158963E-2,1.552621722E-1
2.384141720E-1,-3.318296373E-1,9.081372619E-2,1.659148186E-1
2.586052130E-1,-4.293012619E-1,2.149169445E-1,2.372874767E-1
2.787968800E-1,-5.214465261E-1,3.075948656E-1,3.731085956E-1
2.989890670E-1,-6.322339773E-1,5.281044245E-1,5.243760347E-1
3.191815670E-1,-9.608678222E-1,1.175252080E0,6.767086983E-1
3.393742760E-1,-1.506282806E0,1.805355549E0,1.042094111E0
3.595778170E-1,-2.122005224E0,2.423208475E0,1.903359771E0
3.797571920E-1,-3.107373953E0,2.895653009E0,2.724145412E0
3.999368800E-1,-3.556915283E0,2.550507545E0,3.081008673E0
4.201171920E-1,-2.639723301E0,2.193111420E0,3.354781628E0
4.402984420E-1,-1.528653383E0,2.549974918E0,3.112434149E0
4.604809420E-1,-2.185388327E0,2.898848772E0,3.521495342E0
4.806649010E-1,-2.392049551E0,2.904175043E0,3.470362663E0
5.008504220E-1,-1.234640598E0,3.454383612E0,2.589389563E0
5.210376090E-1,-2.380864173E-1,3.335074186E0,1.247690082E0
5.412264630E-1,-4.010717571E-1,2.045572519E0,3.970770240E-1
5.614168800E-1,-2.833601236E-1,5.824328661E-1,5.009402037E-1
5.816406300E-1,-3.142527863E-2,-5.930855274E-1,6.719150543E-1
6.018324530E-1,7.616634667E-2,-6.703171730E-1,6.623276472E-1
6.220183900E-1,2.721748650E-1,-7.909582555E-2,3.928159773E-1
6.422018280E-1,7.696529627E-1,6.894918680E-1,-3.145190775E-1
6.623857340E-1,1.481249094E0,1.148087859E0,-1.189100504E0
6.825702650E-1,1.947301984E0,6.378266215E-1,-2.225602150E0
7.027555780E-1,1.530251265E0,4.684496820E-1,-2.674610615E0
7.229417760E-1,6.285055280E-1,-3.267696202E-1,-2.703905344E0
7.431289110E-1,4.202465117E-1,-1.333976388E0,-2.896185637E0
7.633169840E-1,-2.359558940E-1,-1.676458597E0,-2.421077967E0
7.835059950E-1,-8.586025238E-1,-1.134239435E0,-1.989113569E0
8.036958900E-1,-8.852340579E-1,-2.391250610E0,-2.211220980E0
8.238865670E-1,-4.793686271E-1,-2.359825373E0,-2.061551571E0
8.440779220E-1,-1.715074480E-1,-2.026664019E-1,-2.352368355E0
8.642698490E-1,-6.498108059E-2,-1.105211005E-1,-2.568084240E0
8.844621920E-1,5.550023317E-1,-1.709481835E0,-3.624825954E0
9.046547970E-1,4.324970245E-1,-2.551572800E0,-4.250668049E0
9.248529220E-1,-1.263935328E0,-3.078345537E0,-4.334291458E0
9.450442760E-1,-2.730803251E0,-5.105542183E0,-4.191545963E0
9.652235990E-1,-3.943605900E0,-5.854422569E0,-3.860249043E0
9.854034420E-1,-4.298338890E0,-5.315931797E0,-3.418697357E0
1.005584172E0,-2.718552828E0,-2.502570629E0,-3.061301470E0
1.025766047E0,-1.351286888E0,-1.103879452E0,-2.533463240E0
1.045949276E0,6.125266105E-2,-6.415550113E-1,-7.161234617E-1
1.066134015E0,1.919605136E0,1.207210064E0,1.922534585E0
1.086320370E0,1.581383824E0,3.232808828E0,2.352368355E0
1.106508390E0,-4.250401855E-1,7.065361142E-1,1.075649977E0
1.126698026E0,-7.728487849E-1,-1.384576440E0,2.990727723E-1
1.146889172E0,1.491369158E-1,-3.462106921E-3,-2.133190483E-1
1.167081672E0,6.274402738E-1,1.720134497E0,-2.553969622E-1
1.187275317E0,4.852275848E-1,2.383793831E0,-9.933583438E-2
1.207469849E0,5.219791830E-2,1.895902991E0,-1.009337306E-1
1.227664953E0,-3.856254518E-1,8.956204057E-1,-2.245043069E-1
1.247860370E0,-7.360971570E-1,1.989379823E-1,-3.677822649E-1
1.268055161E0,-1.002945662E0,2.095906287E-1,-5.376918316E-1
1.288246515E0,-9.368993640E-1,6.202497482E-1,-5.099949837E-1
1.308432453E0,-6.103960872E-1,7.310371995E-1,-2.143843025E-1
1.328615890E0,-2.652506530E-1,2.974748611E-1,1.600558609E-1
1.348799797E0,-1.608548164E-1,-1.091895252E-2,4.274370372E-1
1.368984328E0,-2.008021921E-1,-1.382179558E-1,4.423507154E-1
1.389169640E0,-2.647180259E-1,-2.836264372E-1,2.884201407E-1
1.409355838E0,-3.680485785E-1,-3.592601717E-1,1.930790395E-1
1.429542974E0,-4.612591565E-1,-4.471444190E-1,1.328916401E-1
1.449731047E0,-5.512739420E-1,-5.701823831E-1,9.933583438E-2
1.469920057E0,-6.716487408E-1,-6.793718934E-1,7.110634446E-2
1.490109953E0,-7.297055721E-1,-7.166560888E-1,4.527370445E-3
1.510300630E0,-6.498108506E-1,-6.207823753E-1,-5.459476262E-2
1.530491984E0,-4.884233773E-1,-4.061317742E-1,-1.094558388E-1
1.550683911E0,-2.945453823E-1,-1.446095407E-1,-1.957421899E-1
1.570836672E0,-1.310274303E-1,7.590003312E-2,-2.697780132E-1
1.590953234E0,-1.182442605E-1,1.829590350E-1,-3.049317300E-1
1.611077505E0,-2.093243003E-1,1.307611167E-1,-2.990727723E-1
1.631211776E0,-3.323622644E-1,-8.282424510E-2,-2.761695981E-1
1.651357817E0,-4.420844018E-1,-2.633864284E-1,-2.580601275E-1
1.671516880E0,-4.506065249E-1,-3.225085735E-1,-2.580601275E-1
1.691689640E0,-4.127896726E-1,-3.406180441E-1,-2.857569754E-1
1.711876151E0,-4.042675495E-1,-3.214432895E-1,-3.198454082E-1
1.732075942E0,-3.568633199E-1,-3.161169887E-1,-3.928159773E-1
1.752288026E0,-1.640505940E-1,-3.608580530E-1,-4.982770681E-1
1.772510995E0,2.838927507E-1,-5.781718493E-1,-5.797697306E-1
1.792743078E0,6.934866309E-1,-9.696562290E-1,-6.021402478E-1
1.812982140E0,9.816404581E-1,-1.367532253E0,-3.075948656E-1
1.833225890E0,1.260739565E0,-1.210405827E0,1.464737486E-2
1.853471932E0,2.092177868E0,-1.659148186E-1,1.019989923E-1
1.873703182E0,3.267696142E0,6.106624007E-1,1.318263710E-1
1.893905474E0,3.606982708E0,4.343612492E-1,1.275653243E-1
1.914099536E0,3.002445459E0,3.320959508E-1,3.848264813E-1
1.934288182E0,2.101232529E0,6.708498001E-1,9.547425508E-1
1.954466203E0,1.454617500E0,1.339835286E0,1.207742691E0
1.974644797E0,1.290566921E0,1.949698806E0,1.176317334E0
1.994824328E0,1.579785943E0,1.868738770E0,1.236504793E0
2.015005161E0,1.808817625E0,4.327633679E-1,1.226384759E0
2.035187557E0,1.653821826E0,-1.749961853E0,1.166730046E0
2.055371672E0,1.399223804E0,-2.986200333E0,1.174719453E0
2.075574380E0,1.258608937E0,-3.035202503E0,1.198155284E0
2.095791776E0,1.198421597E0,-2.531332731E0,1.148620486E0
2.115980317E0,1.290566921E0,-2.229863167E0,1.006940484E0
2.136163442E0,1.557948112E0,-2.308160067E0,8.498140574E-1
2.156346984E0,1.711346030E0,-2.282593727E0,7.395592928E-1
2.176531151E0,1.483912230E0,-2.038115740E0,6.703171730E-1
2.196716047E0,8.703203797E-1,-1.681784987E0,5.387570858E-1
2.216901776E0,1.272990108E-1,-1.105477333E0,3.038664460E-1
2.237088442E0,-4.740423262E-1,-5.020055175E-1,3.755054250E-2
2.257276047E0,-8.388951421E-1,-2.948117256E-1,-1.557948142E-1
2.277464588E0,-9.725856781E-1,-4.210454524E-1,-2.314285189E-1
2.297654067E0,-9.139962196E-1,-5.877591968E-1,-1.573926955E-1
2.317844380E0,-7.360971570E-1,-6.527402997E-1,-9.241162241E-2
2.338035422E0,-4.873581231E-1,-7.491466403E-1,-8.255792782E-3
2.358227088E0,-1.997369379E-1,-3.273022473E-1,2.830938101E-1
2.378419276E0,-1.507348120E-1,4.556665123E-1,5.328981280E-1
2.398611776E0,-6.886929274E-1,7.102645040E-1,4.008054435E-1
2.418804484E0,-1.136103630E0,2.426137924E-1,6.684529036E-2
2.439008026E0,-9.811078310E-1,-8.844351172E-1,-4.980107397E-2
2.459186880E0,-6.285055280E-1,-1.343563795E0,-1.717737615E-1
2.479366047E0,-5.012065172E-1,-6.575340033E-1,-1.968074590E-1
2.499545942E0,-2.583264410E-1,3.938812315E-1,3.699128032E-1
2.519726880E0,-3.909517527E-1,1.196024776E0,5.723128915E-1
2.539909067E0,-5.901560783E-1,1.486309052E0,1.866874546E-1
2.560092713E0,-7.568697929E-1,1.785648227E0,-1.723063886E-1
2.580278026E0,-1.091362596E0,1.583248138E0,-4.226433635E-1
2.600465005E0,-1.628788114E0,1.818138719E0,-6.559360623E-1
2.620653651E0,-1.935051441E0,2.735863447E0,-7.566034794E-1
2.640843963E0,-1.961683035E0,3.384608984E0,-6.980140209E-1
2.661065942E0,-1.765674472E0,3.145457268E0,-5.440834165E-1
2.681261567E0,-1.592036486E0,2.106825113E0,-3.597927988E-1
2.701450109E0,-1.452486992E0,1.170458436E0,-1.696432382E-1
2.721633234E0,-1.065263629E0,7.571361065E-1,-6.418213248E-2
2.741816776E0,-6.838992834E-1,6.079992056E-1,-1.451421678E-1
2.762000942E0,-6.056023836E-1,4.380896688E-1,-2.649843395E-1
2.782185838E0,-7.504782081E-1,1.616537571E-1,-3.150517344E-1
2.802371567E0,-9.070720077E-1,-5.406212807E-2,-3.603254259E-1
2.822558234E0,-9.992172718E-1,-1.275653243E-1,-3.651190996E-1
2.842745838E0,-1.043958426E0,-1.946769357E-1,-2.548643351E-1
2.862934380E0,-1.146223664E0,-2.607232630E-1,-2.370211668E-2
2.883123859E0,-1.132375240E0,-1.291632205E-1,8.921582997E-2
2.903314172E0,-9.640635848E-1,2.857569754E-1,1.518000662E-2
2.923505213E0,-8.138614297E-1,7.235803008E-1,-1.936116666E-1
2.943696880E0,-7.808382511E-1,8.578035235E-1,-3.752391040E-1
2.963889067E0,-8.399603963E-1,7.912245989E-1,-5.483444333E-1
