"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.971720000E-2,9.912267923E-1,-8.779864311E0,3.095116138E0
3.985569000E-2,6.634100676E-1,-9.134002686E0,4.570291042E0
6.012386700E-2,2.560320199E-1,-8.827720642E0,5.020142078E0
8.039214800E-2,8.374879509E-2,-9.287142754E0,3.942773581E0
1.006604290E-1,4.785645381E-2,-9.260822296E0,2.135594130E0
1.210604290E-1,2.153540403E-1,-9.515059471E0,2.068595171E0
1.413554290E-1,1.196411345E-2,-9.945767403E0,3.452244759E0
1.614666270E-1,-4.737788737E-1,-9.553344727E0,4.778466702E0
1.817348040E-1,-2.895315289E-1,-9.308678627E0,4.520041943E0
2.020030340E-1,-1.962114573E-1,-8.882756233E0,3.248854876E0
2.222713670E-1,-3.589234129E-2,-8.988039970E0,2.915654421E0
2.425395960E-1,-4.354937077E-1,-9.443274498E0,4.570291042E0
2.628080340E-1,-1.074975610E0,-9.677771568E0,4.912465096E0
2.830764190E-1,-1.615753531E0,-8.877969742E0,3.519243956E0
3.033448040E-1,-1.165902853E0,-8.935398102E0,1.788036704E0
3.236131900E-1,-1.036690354E0,-9.917053223E0,3.056830883E0
3.438816270E-1,-1.994417667E0,-9.538987160E0,5.599802971E0
3.641500650E-1,-2.128415823E0,-8.720044136E0,5.542375565E0
3.844185020E-1,-1.163509965E0,-7.814958572E0,2.865405083E0
4.046868880E-1,-8.189435601E-1,-7.523034573E0,1.148554832E-1
4.249553770E-1,-4.187439680E-1,-8.066205025E0,5.024927258E-1
4.452238670E-1,-8.572286963E-1,-9.749555588E0,2.551945448E0
4.654923040E-1,-1.508076429E0,-9.586843491E0,4.292723656E0
4.857607940E-1,-9.553344250E-1,-9.358927727E0,3.080759048E0
5.060292320E-1,-6.508477330E-1,-9.486345291E0,1.859821439E0
5.262977210E-1,-1.295115232E0,-9.174679756E0,2.377269268E0
5.466977210E-1,-1.610967875E0,-8.944969177E0,3.303889751E0
5.668346480E-1,-1.283151150E0,-1.041057301E1,3.509672642E0
5.871030860E-1,-1.433898926E0,-1.172961617E1,3.435495138E0
6.073716270E-1,-1.723430514E0,-1.095613670E1,2.372483730E0
6.276400130E-1,-1.194616675E0,-1.007019424E1,1.991426587E0
6.479085020E-1,-4.977070987E-1,-1.039322472E1,1.989033818E0
6.681769920E-1,-1.007976532E0,-1.003430176E1,1.419542074E0
6.885769920E-1,-1.980060697E0,-9.232108116E0,8.997012973E-1
7.087138670E-1,-1.242473125E0,-9.768698692E0,1.943570137E0
7.289823570E-1,-3.780659735E-1,-1.107577801E1,2.717050076E0
7.492508460E-1,-1.582253933E0,-1.156929779E1,1.800000787E0
7.695192840E-1,-2.377269268E0,-1.096331501E1,1.357328653E0
7.897877730E-1,-3.327818155E0,-1.014437199E1,2.169093609E0
8.100562110E-1,-4.754538536E0,-1.033579731E1,1.965105653E0
8.303247000E-1,-4.601397991E0,-1.030947590E1,1.534397483E0
8.505931380E-1,-4.280759811E0,-9.620343208E0,1.139581800E0
8.708615750E-1,-5.829514027E0,-9.510273933E0,7.513462901E-1
8.911300650E-1,-5.963512421E0,-9.141180992E0,6.556333899E-1
9.113985020E-1,-4.551148891E0,-7.618747234E0,1.029511929E0
9.316669400E-1,-5.896512985E0,-8.925827026E0,8.590233326E-1
9.519354290E-1,-7.225726128E0,-8.408976555E0,1.746760458E-1
9.722038670E-1,-7.055835724E0,-8.638688087E0,1.866999865E0
9.924723040E-1,-6.748956203E0,-8.370692253E0,6.963114142E-1
1.012740794E0,-7.197012424E0,-7.350750923E0,6.340979934E-1
1.033009232E0,-7.311867714E0,-3.885943890E0,1.725823283E0
1.053277669E0,-9.918848038E0,-3.802195072E0,-2.246262312E0
1.073546107E0,-9.847063065E0,-6.227321148E0,-3.810569942E-1
1.093814596E0,-6.684350014E0,-5.813362598E0,1.493719578E0
1.114083034E0,-6.095715523E0,-5.964110374E0,-3.882354796E-1
1.134351471E0,-7.747361660E0,-5.911468506E0,-8.572286963E-1
1.154619909E0,-1.034297562E1,-5.916254044E0,-1.029511929E0
1.174888346E0,-9.763314247E0,-5.263013363E0,1.185045362E0
1.195156836E0,-8.248059273E0,-5.351547718E0,3.278166950E-1
1.215425273E0,-8.906085968E0,-4.968098164E0,-2.272583246E0
1.235693711E0,-9.032905579E0,-4.164109707E0,-5.365904570E-1
