"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.223027900E-2,9.571290575E-3,-1.118644595E0,9.004191399E0
4.261179000E-2,3.284149170E-1,-1.278963685E0,1.039083195E1
6.271048800E-2,-6.388836503E-1,-1.286142230E0,9.904491425E0
8.298173800E-2,-9.720842242E-1,-1.597209096E0,7.993822098E0
1.032527790E-1,2.853440940E-1,-9.960124493E-1,6.981060028E0
1.236529880E-1,8.213363886E-1,-1.324427366E0,7.117451191E0
1.437951750E-1,-7.680960894E-1,-1.544566989E0,6.868597507E0
1.640662690E-1,-4.790431023E0,-1.611566067E0,1.670907974E1
1.843374150E-1,-2.015953064E0,-2.246262312E0,1.409432316E1
2.046084040E-1,-1.139581800E0,-3.905086517E0,7.967501163E0
2.250085080E-1,-1.130010486E0,-5.813362598E0,1.140778160E1
2.451506440E-1,-9.649057388E-1,-4.319643021E0,1.136231804E1
2.654216860E-1,-7.974081635E-1,-3.047857761E0,7.105486870E0
2.856927790E-1,-4.043870270E-1,-2.327618122E0,7.721040249E0
3.059637170E-1,4.049852192E-1,-1.051645517E0,7.505686283E0
3.262349150E-1,-4.474578202E-1,-1.092323542E0,5.233701229E0
3.465059560E-1,-1.472184181E0,-3.335594654E0,9.997811317E0
3.667769460E-1,-2.839084148E0,-3.768695593E0,1.267717457E1
3.870479360E-1,-2.626122952E0,-3.883551121E0,9.933204651E0
4.073189250E-1,-3.059821844E0,-2.916252613E0,8.657232285E0
4.275899150E-1,-2.403590441E0,-1.872383714E0,8.168498039E0
4.478609560E-1,-8.739784956E-1,4.546362907E-2,8.413164139E0
4.681319460E-1,1.929811478E0,-8.380861282E-1,1.482473278E1
4.884029360E-1,-8.404789567E-1,-3.148954630E0,8.475378036E0
5.086739770E-1,-2.322234392E0,-3.850051641E0,4.967499733E0
5.289449670E-1,-3.102892876E0,-4.738387108E0,9.116654396E0
5.492159560E-1,-1.491326690E0,-1.800599098E0,1.328495121E1
5.694869460E-1,-3.808775425E0,-3.105285645E0,9.286544800E0
5.897579360E-1,-1.932204247E0,-2.464009047E0,9.104690552E0
6.100289250E-1,-2.662015200E0,-2.858824968E0,8.712266922E0
6.302999150E-1,-3.236890793E0,-2.574079037E0,8.053643227E0
6.505709040E-1,-2.508874655E0,-1.858026743E0,9.028120041E0
6.708418940E-1,-2.727817893E-1,-2.011167526E0,9.598209381E0
6.911128830E-1,-5.359922647E-1,-4.108476639E0,9.538389206E0
7.113838730E-1,-2.784049034E0,-8.145168304E0,1.021316528E1
7.316548630E-1,-4.603790760E0,-1.089631653E1,1.222911835E1
7.519258520E-1,-6.921239376E0,-1.122173977E1,1.237508011E1
7.721968420E-1,-7.381259441E0,-1.026879883E1,1.060857964E1
7.924678310E-1,-5.796014786E0,-9.584450722E0,8.556734085E0
8.128575710E-1,-3.555136204E0,-9.835697174E0,5.329414368E0
8.330097580E-1,-1.680359721E0,-1.016829967E1,3.983451605E0
8.532807480E-1,-1.290329576E0,-9.270393372E0,5.525625706E0
8.735517380E-1,-1.687538147E0,-9.193822861E0,4.131806374E0
8.938227270E-1,-3.519243956E0,-9.124430656E0,3.437887907E0
9.142227270E-1,-3.174677372E0,-8.423334122E0,1.713859200E0
9.343646540E-1,-1.175474167E0,-7.764709473E0,1.989033818E0
9.546356440E-1,-8.374879509E-2,-7.917850018E0,1.208973646E0
9.749065810E-1,3.284149170E-1,-7.824530125E0,1.594218135E0
9.951775710E-1,6.939185411E-2,-9.052646637E0,2.535195589E0
1.015577571E0,1.674975827E-2,-7.575676441E0,1.021735311E0
1.035719498E0,-5.144568682E-1,-6.028716564E0,1.840678811E0
1.055990436E0,-5.096712112E-1,-7.846065521E0,4.067798331E-2
1.076261425E0,2.190629244E0,-9.078967094E0,-1.269392371E0
1.096532363E0,4.494318962E0,-7.456035137E0,-3.340380430E0
1.116932363E0,2.406581402E0,-7.611568928E0,-3.009572744E0
1.137074290E0,2.949153781E-1,-7.700103283E0,-4.776672363E0
1.157345227E0,-9.026923180E-1,-7.654639721E0,-3.931407690E0
1.177616165E0,-3.224926710E0,-7.604390144E0,-3.107678413E0
1.197887154E0,-3.665206194E0,-9.842875481E0,-4.202394962E0
1.218287154E0,-2.831905603E0,-7.532605648E0,-5.325226784E0
1.238586998E0,-3.136392355E0,-4.697709084E0,-4.022335052E0
1.258858040E0,-4.709074974E0,-4.788636208E0,-2.030309916E0
1.278932415E0,-6.248856544E0,-5.104488850E0,-1.293320656E0
1.299242415E0,-6.143572330E0,-6.512664795E0,-1.578066587E0
1.319499602E0,-3.610171080E0,-7.197012424E0,-1.877169371E0
1.339779290E0,-6.029912829E-1,-7.503891945E0,-1.525424480E0
1.360051113E0,6.035895348E-1,-9.938589096E0,-5.760720730E0
1.380322779E0,-4.252045631E0,-9.208179474E0,-4.241278172E-1
1.400594342E0,-5.956333637E0,-7.867600918E0,1.555334777E-1
1.420865748E0,-6.430710793E0,-5.188237667E0,-1.372283816E0
1.441137050E0,-3.830310822E0,-1.594816327E0,-3.786641955E-1
1.461408300E0,4.863412082E-1,-1.795813441E0,-3.523431420E-1
1.481679446E0,2.709871531E-1,5.168496966E-1,-1.697707653E0
1.501958561E0,-9.984052777E-1,-6.603592396E0,-1.415354609E0
1.522298821E0,-2.207378864E0,-1.935015869E1,2.440679073E-1
1.542491529E0,-4.811966419E0,-2.379123688E1,1.567897081E0
1.562762883E0,-6.401997089E0,-2.224008942E1,4.594219685E0
1.583034081E0,-5.927619934E0,-1.629273033E1,6.421139717E0
1.603305019E0,-4.094119549E0,-7.310073376E0,2.214557409E0
1.623705227E0,-1.896311998E0,-4.467998028E0,6.939185858E-1
1.643847258E0,-2.871387303E-1,-5.234299660E0,4.163511395E-1
1.664118300E0,-9.816554785E-1,-7.984848976E0,1.254437327E0
1.684389342E0,-2.475374937E0,-1.233260822E1,2.336591244E0
1.704660279E0,-3.746562004E0,-1.536850166E1,3.815953970E0
1.725060383E0,-4.364508629E0,-1.600798416E1,5.185246468E0
1.745202206E0,-4.462614059E0,-1.214596748E1,4.508078098E0
1.765473300E0,-3.466601849E0,-9.102895737E0,2.238485575E0
1.785744238E0,-2.059023857E0,-8.894720078E0,1.491326690E0
1.806015123E0,-1.189831018E0,-8.648259163E0,9.427721500E-1
1.826286269E0,-6.939185858E-1,-8.787042618E0,4.618147612E-1
1.846557206E0,-1.158724308E0,-8.514261246E0,3.804588020E-1
1.866828144E0,-1.946561217E0,-8.332406998E0,9.523434043E-1
1.887099029E0,-2.949752092E0,-8.264809608E0,1.658824325E0
1.907369967E0,-3.962514400E0,-8.535796165E0,1.989033818E0
1.927640904E0,-4.577469826E0,-8.502297401E0,2.209771633E0
1.947911790E0,-4.893322468E0,-9.026325226E0,2.382055044E0
1.968182727E0,-5.008776188E0,-9.126823425E0,2.458625317E0
1.988453613E0,-4.828716278E0,-9.114859581E0,2.362912416E0
2.008724498E0,-4.220939159E0,-9.287142754E0,1.953141451E0
2.028995383E0,-3.571886063E0,-9.284749985E0,1.378864050E0
2.049266321E0,-3.277568817E0,-9.670592308E0,1.225723386E0
2.069458717E0,-3.241676569E0,-9.962516785E0,1.240080357E0
2.089713821E0,-3.035893679E0,-9.960124016E0,1.031904817E0
2.110118561E0,-2.571087837E0,-9.799804688E0,7.944171429E-1
2.130347623E0,-2.504088879E0,-9.165108681E0,6.221339107E-1
2.150618977E0,-2.760120869E0,-8.475975990E0,4.043870270E-1
2.170890331E0,-3.071786165E0,-7.771887779E0,2.967100143E-1
2.191161529E0,-3.516851187E0,-6.797410965E0,1.890329868E-1
2.211432623E0,-4.216153622E0,-6.830910206E0,3.254238665E-1
2.231703769E0,-5.109274387E0,-7.781459332E0,7.417750359E-2
2.251974811E0,-4.701896667E0,-1.065942669E1,-1.537388563E-1
2.272245800E0,-4.005585194E0,-1.325922871E1,-2.279163599E-1
2.292516842E0,-6.488138676E0,-1.026161957E1,3.254238665E-1
2.312787779E0,-9.380462646E0,-7.826922894E0,6.053841114E-1
2.333058769E0,-9.811170578E0,-7.005586624E0,1.674975902E-1
2.353329758E0,-8.626125336E0,-6.536593437E0,-6.281159073E-2
2.373600644E0,-7.321439266E0,-6.184250355E0,-2.566302419E-1
2.393871581E0,-6.784848690E0,-5.978467464E0,-2.662015259E-1
2.414142519E0,-7.761718273E0,-6.038288116E0,2.871387079E-2
2.434413456E0,-8.599804878E0,-6.191428661E0,4.307080805E-2
2.454684342E0,-9.411569595E0,-6.266204357E0,3.349951655E-2
2.474955279E0,-9.873384476E0,-5.935396671E0,6.221338734E-2
2.495226165E0,-8.884550095E0,-5.375475883E0,-8.913264424E-2
2.515496998E0,-7.608577728E0,-4.982454777E0,-7.238288224E-2
2.535767988E0,-7.134799004E0,-5.361119270E0,-7.178467698E-3
2.556038873E0,-7.108478069E0,-6.967301369E0,3.924229145E-1
2.576309758E0,-7.079763889E0,-8.583653450E0,1.323829174E0
