"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.215568500E-2,-1.063624144E0,-2.278082848E0,7.262810707E0
3.234120600E-2,-1.417966008E0,-3.214215755E0,8.926780701E0
5.252761300E-2,-1.528099179E0,-3.865438700E0,9.573215485E0
7.271495600E-2,-1.568800688E0,-4.468777657E0,8.421604156E0
9.290323800E-2,-1.269525409E0,-4.823119164E0,7.159860134E0
1.130924560E-1,-1.255160213E0,-5.105635166E0,6.898892403E0
1.332825600E-1,-2.191293001E0,-5.328295708E0,7.382521152E0
1.534734980E-1,-2.945466757E0,-4.203021049E0,8.491036415E0
1.736651650E-1,-2.248754025E0,-3.405751944E0,8.883685112E0
1.938574040E-1,-1.506551385E0,-3.108870983E0,8.519766808E0
2.140500600E-1,-1.559223890E0,-3.135207176E0,8.577227592E0
2.342429770E-1,-2.073977232E0,-2.905363798E0,1.025556278E1
2.544414150E-1,-2.452261209E0,-2.639607430E0,1.180700588E1
2.746328730E-1,-2.241571426E0,-2.776076794E0,1.272637939E1
2.948120920E-1,-1.738788962E0,-3.056198359E0,1.323394966E1
3.149918310E-1,-7.930793166E-1,-4.128800869E0,1.270722580E1
3.351724560E-1,-1.154603720E0,-4.159925461E0,9.996989250E0
3.553542270E-1,-1.631049871E0,-4.906916618E0,7.909245491E0
3.755374040E-1,-2.368463993E0,-6.453570843E0,6.606799603E0
3.957221960E-1,-4.075530052E0,-6.271611214E0,5.483919144E0
4.159086540E-1,-5.629366875E0,-5.242104530E0,6.324283600E0
4.360967790E-1,-5.272630692E0,-5.170278549E0,7.468712330E0
4.562865710E-1,-5.248688698E0,-5.134365559E0,7.964312077E0
4.764779250E-1,-5.691616058E0,-5.110423565E0,7.916428089E0
4.966706850E-1,-6.282983780E0,-4.959589005E0,8.019378662E0
5.168646440E-1,-7.310096264E0,-4.456806660E0,8.378508568E0
5.370595400E-1,-7.614160061E0,-2.665943623E0,8.412027359E0
5.572551130E-1,-5.277419090E0,-5.351040959E-1,8.069656372E0
5.774510500E-1,-8.529343605E-1,8.559271097E-1,6.192602634E0
5.976467790E-1,-1.394023895E0,1.689109325E0,4.143166065E0
6.178389150E-1,-2.955043554E0,4.465186298E-1,6.333860397E0
