"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.788418900E-2,4.445526600E0,-2.640619516E0,8.332755089E0
7.806929300E-2,4.247305870E0,-2.612000942E0,8.444419861E0
9.825491800E-2,4.059804916E0,-2.599445105E0,8.539979935E0
1.184411680E-1,3.774416208E0,-2.597247839E0,8.670552254E0
1.386280430E-1,3.469281912E0,-2.585549593E0,8.800533295E0
1.588156480E-1,3.379704714E0,-2.591286659E0,8.833641052E0
1.790039810E-1,3.500884056E0,-2.535208464E0,8.802664757E0
1.991930430E-1,3.556639671E0,-2.374098539E0,8.825211525E0
2.193827310E-1,3.543852091E0,-2.162373781E0,8.884573936E0
2.395729390E-1,3.492944956E0,-1.907625675E0,8.962738991E0
2.597635640E-1,3.481396437E0,-1.575228453E0,9.031551361E0
2.799545020E-1,3.596921682E0,-1.120195508E0,9.054154396E0
3.001456480E-1,3.804647446E0,-5.209280252E-1,9.023507118E0
3.203368980E-1,4.024015427E0,2.022239417E-1,8.940737724E0
3.405389810E-1,4.168632507E0,9.751147628E-1,8.822813988E0
3.607176270E-1,4.240011692E0,1.588774323E0,8.698763847E0
3.808965850E-1,4.123438358E0,1.899845958E0,8.692422867E0
4.010762730E-1,3.993705034E0,2.025588989E0,8.724545479E0
4.212570020E-1,3.986509323E0,1.991295576E0,8.735723495E0
4.414389810E-1,4.090022564E0,1.805025578E0,8.728343964E0
4.616224180E-1,4.160847187E0,1.504711747E0,8.751775742E0
4.818075230E-1,4.290759087E0,1.200220585E0,8.736088753E0
5.019942930E-1,4.461166382E0,9.838151932E-1,8.677585602E0
5.221827310E-1,4.497377872E0,8.358835578E-1,8.674403191E0
5.423728350E-1,4.224885464E0,6.236219406E-1,8.827900887E0
5.625643980E-1,3.856530905E0,3.622198105E-1,9.009237289E0
5.827573140E-1,3.561171293E0,8.311647922E-2,9.136822701E0
6.029512730E-1,3.406305313E0,-2.504130602E-1,9.192647934E0
6.231460640E-1,3.123904943E0,-5.617819428E-1,9.278793335E0
6.433413770E-1,2.899761200E0,-6.841711998E-1,9.343108177E0
6.635368980E-1,2.898173809E0,-6.965700388E-1,9.342684746E0
6.837316890E-1,2.968781710E0,-7.265632153E-1,9.318199158E0
7.039201270E-1,2.994549751E0,-8.297316432E-1,9.301322937E0
7.241084600E-1,2.992820740E0,-1.009942770E0,9.284040451E0
7.442913770E-1,2.963685989E0,-1.214635611E0,9.268851280E0
7.644747100E-1,2.946010113E0,-1.382512569E0,9.250949860E0
7.846585640E-1,2.967418671E0,-1.516753554E0,9.223029137E0
8.048431480E-1,3.039091110E0,-1.659291506E0,9.175024033E0
8.250285640E-1,3.154727459E0,-1.851631045E0,9.098876953E0
8.452149180E-1,3.272112370E0,-2.093074083E0,9.004593849E0
8.654022100E-1,3.367029905E0,-2.350380182E0,8.905570984E0
8.855905430E-1,3.504123688E0,-2.612070560E0,8.778871536E0
9.057798140E-1,3.661117792E0,-2.877716303E0,8.630490303E0
9.259699180E-1,3.807934523E0,-3.162513733E0,8.465726852E0
9.461607520E-1,3.913644075E0,-3.445148468E0,8.305704117E0
9.663522100E-1,3.985663414E0,-3.695847273E0,8.162449837E0
9.865441890E-1,4.030438423E0,-3.904708862E0,8.042337418E0
1.006736481E0,4.058621407E0,-4.081435204E0,7.939764977E0
1.026928981E0,4.065784931E0,-4.220451355E0,7.863050938E0
1.047132314E0,4.057178974E0,-4.341930866E0,7.801109791E0
1.067310960E0,4.024955750E0,-4.451954365E0,7.755656719E0
1.087489918E0,3.985999823E0,-4.564132690E0,7.710440636E0
1.107669606E0,3.940524578E0,-4.687522888E0,7.659619808E0
1.127850335E0,3.886586428E0,-4.807422161E0,7.612721443E0
1.148032314E0,3.862190008E0,-4.932153702E0,7.545046806E0
1.168215752E0,3.862632751E0,-5.054106712E0,7.463676453E0
1.188400856E0,3.858752966E0,-5.151660442E0,7.398702621E0
1.208587627E0,3.836113453E0,-5.214233398E0,7.366571903E0
1.228776064E0,3.808943987E0,-5.247491360E0,7.357048035E0
1.248966168E0,3.802551031E0,-5.263897419E0,7.348630905E0
1.269157731E0,3.813577890E0,-5.257014751E0,7.347842693E0
1.289350648E0,3.830954790E0,-5.222343445E0,7.363511086E0
1.309544606E0,3.847337484E0,-5.155975819E0,7.401642323E0
1.329739398E0,3.867121458E0,-5.053643227E0,7.461665154E0
1.349934710E0,3.901079178E0,-4.919333458E0,7.533400536E0
1.370130231E0,3.951701641E0,-4.751546383E0,7.614279747E0
1.390325127E0,4.014097691E0,-4.552052498E0,7.703001499E0
1.410513460E0,4.063396931E0,-4.325819492E0,7.806821823E0
1.430696377E0,4.073299885E0,-4.077453136E0,7.934291840E0
1.450879710E0,4.028428555E0,-3.824830055E0,8.081635475E0
1.471063668E0,3.850033522E0,-3.616300106E0,8.262566566E0
1.491248356E0,3.492264986E0,-3.500744581E0,8.468721390E0
1.511433877E0,3.099358797E0,-3.442889929E0,8.643545151E0
1.531620335E0,2.826200962E0,-3.365601301E0,8.766737938E0
1.551807731E0,2.697374344E0,-3.246380329E0,8.851868629E0
1.571996064E0,2.626171589E0,-3.136702061E0,8.912615776E0
1.592185335E0,2.540146351E0,-3.059721947E0,8.964159012E0
1.612375439E0,2.428841114E0,-3.009619951E0,9.011842728E0
1.632566273E0,2.272151232E0,-2.966332436E0,9.066895485E0
1.652757731E0,2.030496359E0,-2.906707287E0,9.143222809E0
1.672949710E0,1.712258101E0,-2.866902113E0,9.220598221E0
1.693142002E0,1.389981151E0,-2.892075300E0,9.266835213E0
1.713334398E0,1.167155147E0,-2.978973389E0,9.270051956E0
1.733537627E0,1.052214742E0,-3.118244886E0,9.237953186E0
1.753716064E0,9.617284536E-1,-3.307812691E0,9.181712151E0
1.773894814E0,7.706525326E-1,-3.524008274E0,9.119091988E0
1.794074293E0,4.825759828E-1,-3.720700741E0,9.060567856E0
1.814254814E0,2.831631303E-1,-3.846776247E0,9.016237259E0
1.834436689E0,1.949182898E-1,-3.949181080E0,8.974205971E0
1.854620127E0,3.364936635E-2,-4.077345848E0,8.918772697E0
1.874805231E0,-2.548799217E-1,-4.220873833E0,8.848143578E0
1.894992106E0,-5.034896135E-1,-4.327724934E0,8.785651207E0
1.915180752E0,-5.904850960E-1,-4.395943165E0,8.746278763E0
1.935371064E0,-4.680087566E-1,-4.438179016E0,8.732349396E0
1.955562835E0,-3.931338191E-1,-4.450804710E0,8.729614258E0
1.975755856E0,-3.887899518E-1,-4.501049995E0,8.704009056E0
1.995949918E0,-2.718122602E-1,-4.537885666E0,8.689310074E0
2.016144814E0,-2.788777277E-2,-4.546985626E0,8.688758850E0
2.036340231E0,3.032601178E-1,-4.568595886E0,8.672159195E0
2.056535856E0,6.993750334E-1,-4.603208542E0,8.630860329E0
2.076730335E0,1.134401083E0,-4.624040604E0,8.573317528E0
2.096918773E0,1.501486301E0,-4.596725941E0,8.531473160E0
2.117101793E0,1.731920004E0,-4.506497383E0,8.535943031E0
2.137285231E0,1.827536464E0,-4.377080441E0,8.583219528E0
2.157469189E0,1.826365471E0,-4.240902901E0,8.651560783E0
2.177653877E0,1.781623244E0,-4.126863003E0,8.715802193E0
2.197839398E0,1.759388566E0,-4.051753521E0,8.755468369E0
2.218025856E0,1.852952242E0,-4.025507927E0,8.748270988E0
2.238213252E0,2.203727722E0,-4.038033485E0,8.660731316E0
2.258401585E0,2.834614754E0,-4.037163258E0,8.475650787E0
2.278590856E0,3.617041826E0,-3.995720387E0,8.192777634E0
2.298780960E0,4.328208923E0,-3.913479090E0,7.881731033E0
2.318971793E0,4.840631008E0,-3.839132547E0,7.615756512E0
2.339163252E0,5.199221611E0,-3.755024433E0,7.418778419E0
2.359355231E0,5.489136696E0,-3.603110075E0,7.284049511E0
2.379547523E0,5.732974529E0,-3.398191214E0,7.194141865E0
2.399739918E0,5.936582565E0,-3.196098566E0,7.121258736E0
2.419943148E0,6.126734734E0,-3.030357838E0,7.032100201E0
2.440121585E0,6.329752922E0,-2.896437645E0,6.907623291E0
2.460300335E0,6.525499344E0,-2.787391901E0,6.768950462E0
2.480479814E0,6.686679363E0,-2.703304768E0,6.644609928E0
2.500660335E0,6.832813740E0,-2.637603045E0,6.521204472E0
2.520842210E0,6.994244099E0,-2.590681314E0,6.367048264E0
2.541025648E0,7.156987190E0,-2.566365957E0,6.193681717E0
2.561210752E0,7.327663898E0,-2.587619305E0,5.981634140E0
2.581397627E0,7.497223377E0,-2.686699629E0,5.722208500E0
2.601586273E0,7.621055126E0,-2.875996351E0,5.460636616E0
2.621776585E0,7.696668148E0,-3.129381657E0,5.209478378E0
2.641968356E0,7.759539604E0,-3.391692400E0,4.945335865E0
2.662161481E0,7.832762718E0,-3.635306597E0,4.647877216E0
2.682355648E0,7.903480053E0,-3.851542711E0,4.344075680E0
2.702550648E0,7.950479984E0,-4.040740967E0,4.078314781E0
2.722746168E0,7.979612827E0,-4.196557045E0,3.858119488E0
2.742941898E0,7.994166851E0,-4.317670822E0,3.690718412E0
2.763136064E0,8.020098686E0,-4.385518551E0,3.551850796E0
2.783324398E0,8.067383766E0,-4.375852108E0,3.455375910E0
2.803507314E0,8.123363495E0,-4.354382038E0,3.349735737E0
2.823690648E0,8.153781891E0,-4.340530396E0,3.293330193E0
2.843874606E0,8.164237976E0,-4.330793381E0,3.280218840E0
2.864059293E0,8.184181213E0,-4.316146374E0,3.249684811E0
2.884244814E0,8.220440865E0,-4.254108906E0,3.239952803E0
2.904431273E0,8.259381294E0,-4.194142818E0,3.219032049E0
2.924618668E0,8.292253494E0,-4.135368347E0,3.210550308E0
2.944807002E0,8.334507942E0,-4.066651344E0,3.188841343E0
2.964996273E0,8.398097992E0,-3.970701218E0,3.142587185E0
2.985186377E0,8.441183090E0,-3.836861134E0,3.193011284E0
3.005377210E0,8.413641930E0,-3.696363211E0,3.423141718E0
3.025568668E0,8.318751335E0,-3.565377235E0,3.775825500E0
3.045760648E0,8.216423035E0,-3.423669338E0,4.115735054E0
3.065952939E0,8.133479118E0,-3.278816938E0,4.389335155E0
3.086145439E0,8.054252625E0,-3.142426968E0,4.628667831E0
3.106348773E0,7.979127884E0,-2.999833584E0,4.848184586E0
3.126527418E0,7.929732800E0,-2.844239235E0,5.019962788E0
3.146706377E0,7.896282196E0,-2.680123568E0,5.161012650E0
3.166886064E0,7.858740330E0,-2.525116682E0,5.294751167E0
3.187066793E0,7.828715324E0,-2.375529051E0,5.407259464E0
3.207248773E0,7.816150188E0,-2.233799458E0,5.485281467E0
3.227432210E0,7.839305878E0,-2.110849619E0,5.500907898E0
3.247617314E0,7.914048195E0,-1.987357497E0,5.439544678E0
3.267804085E0,8.041461945E0,-1.854354024E0,5.297795773E0
3.287992523E0,8.212277412E0,-1.722506046E0,5.075614452E0
3.308182627E0,8.404444695E0,-1.596884608E0,4.794336319E0
3.328374189E0,8.578905106E0,-1.497899652E0,4.508776665E0
3.348567106E0,8.702900887E0,-1.440651417E0,4.284205914E0
3.368761064E0,8.776565552E0,-1.410550475E0,4.141573906E0
3.388955856E0,8.810129166E0,-1.399368167E0,4.073544502E0
3.409151168E0,8.782220840E0,-1.465940356E0,4.110231400E0
3.429346689E0,8.716379166E0,-1.608988881E0,4.195980549E0
3.449542106E0,8.717193604E0,-1.715533495E0,4.151851654E0
3.469730543E0,8.682929993E0,-1.790662289E0,4.191736698E0
3.489913564E0,8.592520714E0,-1.860151052E0,4.344974041E0
3.510097002E0,8.490436554E0,-1.903660655E0,4.523156643E0
3.530280960E0,8.411423683E0,-1.892067671E0,4.673161030E0
3.550465648E0,8.381872177E0,-1.809356093E0,4.758240223E0
3.570651168E0,8.398349762E0,-1.688107848E0,4.773719311E0
3.590837627E0,8.403117180E0,-1.554920554E0,4.810431480E0
3.611025023E0,8.358133316E0,-1.412016392E0,4.931349277E0
3.631213356E0,8.289823532E0,-1.251725674E0,5.087474346E0
3.651402627E0,8.224729538E0,-1.082768798E0,5.229896545E0
3.671592731E0,8.185534477E0,-9.253440499E-1,5.320822239E0
3.691782082E0,8.200491905E0,-8.073679209E-1,5.316998959E0
3.711973645E0,8.265812874E0,-7.593402863E-1,5.222078800E0
3.732165624E0,8.363916397E0,-7.957283854E-1,5.057875633E0
3.752357915E0,8.443765640E0,-9.443554878E-1,4.897080898E0
