"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.112547400E-2,-1.466389298E0,3.042587280E0,9.206668854E0
8.123792200E-2,-1.460401177E0,3.038089991E0,9.209105492E0
1.015075050E-1,-1.431360960E0,3.043632984E0,9.211833954E0
1.217771410E-1,-1.366702080E0,3.023992777E0,9.228108406E0
1.420468280E-1,-1.278525472E0,2.988646984E0,9.252229691E0
1.623164110E-1,-1.207050085E0,2.944305420E0,9.276016235E0
1.825861510E-1,-1.166074872E0,2.847206831E0,9.311501503E0
2.028558380E-1,-1.118656874E0,2.675208330E0,9.368149757E0
2.231255780E-1,-1.015812159E0,2.462408304E0,9.437958717E0
2.433952660E-1,-8.721948862E-1,2.259100437E0,9.502953529E0
2.636649530E-1,-7.432852983E-1,2.093638420E0,9.551680565E0
2.839347970E-1,-6.629559994E-1,1.953335285E0,9.587249756E0
3.042045360E-1,-5.920574069E-1,1.814117789E0,9.619191170E0
3.244743280E-1,-4.969596267E-1,1.648169041E0,9.654376030E0
3.447441200E-1,-3.354856074E-1,1.448956966E0,9.693211555E0
3.650138070E-1,-7.995525748E-2,1.211914778E0,9.731148720E0
3.852835990E-1,2.317143530E-1,9.758086205E-1,9.755228996E0
4.055533380E-1,6.167457104E-1,7.877131104E-1,9.755486488E0
4.258231300E-1,1.085786223E0,6.248452663E-1,9.726305962E0
4.460929220E-1,1.508716702E0,4.265060425E-1,9.680508614E0
4.663626610E-1,1.738091707E0,2.014069855E-1,9.649292946E0
4.866324530E-1,1.824744940E0,-3.656256944E-2,9.635317802E0
5.069021410E-1,1.881749392E0,-2.877517343E-1,9.620115280E0
5.271719320E-1,1.921830893E0,-5.205274820E-1,9.602396011E0
5.474416720E-1,1.923142076E0,-6.736084819E-1,9.592609406E0
5.677114630E-1,1.960564733E0,-7.039408684E-1,9.582851410E0
5.879812030E-1,2.003949404E0,-6.114395261E-1,9.580224991E0
6.082509430E-1,2.029031277E0,-4.330094755E-1,9.584671021E0
6.285207340E-1,2.071471930E0,-2.210651338E-1,9.582823753E0
6.487904740E-1,2.132197857E0,-3.055824712E-2,9.571999550E0
6.690602130E-1,2.181167841E0,8.816234022E-2,9.560602188E0
6.893300050E-1,2.139660358E0,1.207047775E-1,9.569622040E0
7.095997450E-1,2.010185480E0,7.473435998E-2,9.598121643E0
7.298694840E-1,1.893902302E0,-4.646732286E-2,9.621920586E0
7.502694840E-1,1.778565884E0,-2.100461274E-1,9.641730309E0
7.704090160E-1,1.628407717E0,-3.604539335E-1,9.663785934E0
7.906787550E-1,1.455206156E0,-4.609125853E-1,9.687121391E0
8.109484950E-1,1.315225363E0,-5.008667111E-1,9.705138206E0
8.312182340E-1,1.205147386E0,-4.862206280E-1,9.720164299E0
8.516182340E-1,1.121271014E0,-4.187303483E-1,9.733333588E0
8.717577660E-1,1.098003268E0,-2.918726802E-1,9.740615845E0
8.920275050E-1,1.130558014E0,-1.031473875E-1,9.740717888E0
9.122972450E-1,1.221219063E0,1.158097088E-1,9.729625702E0
