"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.047480700E-2,-2.542374134E0,5.992226124E0,6.464210510E0
6.077308900E-2,-2.281556368E0,5.772086620E0,6.559923172E0
8.104308900E-2,-2.216950178E0,5.906084538E0,6.555137634E0
1.013130370E-1,-2.123630047E0,6.107081413E0,6.945167542E0
1.215830370E-1,-2.142772675E0,6.306283951E0,7.115057945E0
1.416956410E-1,-2.087737799E0,6.092724800E0,6.995417118E0
1.619654320E-1,-1.968096614E0,5.812764645E0,7.045666218E0
1.822352240E-1,-1.807179332E0,5.587839127E0,7.062416077E0
2.025051200E-1,-1.740180254E0,5.475376606E0,6.921239376E0
2.229051200E-1,-1.539183140E0,5.468197823E0,7.783253670E0
2.430449120E-1,-1.237687469E0,5.125426292E0,8.264211655E0
2.633148070E-1,-1.259222865E0,4.785645485E0,8.927620888E0
2.835847550E-1,-1.338186026E0,4.855037212E0,9.375677109E0
3.038546510E-1,-1.187438250E0,4.788038254E0,9.174081802E0
3.242546510E-1,-1.223330617E0,4.630111694E0,8.384450912E0
3.443945990E-1,-1.106082320E0,4.393222332E0,7.618149281E0
3.646644950E-1,-8.620143533E-1,4.079164505E0,7.215556622E0
3.849344950E-1,-5.838487148E-1,3.739383698E0,7.119843960E0
4.052044950E-1,-5.910272002E-1,3.131606579E0,6.507281303E0
4.254744430E-1,-7.806583643E-1,2.178664923E0,6.217151642E0
4.457443910E-1,5.318048596E-1,2.087737799E0,6.758527756E0
4.660143910E-1,2.805584669E-1,1.986641049E0,9.385248184E0
4.862843910E-1,1.360319614E0,2.420340061E0,1.134556866E1
5.065543390E-1,2.617149830E0,2.067996979E0,1.291406345E1
5.269543390E-1,3.462414265E0,1.400399446E0,1.386221981E1
5.470943390E-1,3.641875982E0,-4.606183618E-2,1.492762375E1
5.673643390E-1,2.480758905E0,-5.940182209E-1,1.414935875E1
5.876342350E-1,1.216152072E0,8.374879509E-2,1.294756317E1
6.079042350E-1,1.254437327E0,-1.495514158E-2,1.209033489E1
6.281742350E-1,1.110867858E0,-8.715856671E-1,1.056790161E1
6.484442350E-1,1.225723386E0,-1.707278967E0,8.089534760E0
6.687142350E-1,2.925225794E-1,-2.674577475E0,6.820741177E0
6.889841820E-1,4.193421602E-1,-3.040679455E0,7.852645874E0
7.092541820E-1,3.619144261E-1,-3.481556892E0,8.805587769E0
7.295241820E-1,1.322034478E0,-4.019941807E0,9.703494072E0
7.497941820E-1,4.549354076E0,-1.824527264E0,7.421937466E0
7.700641300E-1,5.578866005E0,3.278166950E-1,5.283950806E0
7.903341300E-1,5.403591633E0,8.566305041E-1,2.317448616E0
8.106041300E-1,5.810969830E0,1.302293777E0,2.781656265E0
8.308741300E-1,6.337390900E0,1.033699393E0,5.127819061E0
8.511440780E-1,6.435496330E0,8.973084688E-1,5.729015827E0
8.714140780E-1,6.387639999E0,7.657032460E-2,6.327819347E0
8.916840780E-1,6.057430744E0,-1.171286702E0,6.607779503E0
9.119540780E-1,7.247261524E0,-3.095714331E0,7.845467091E0
9.322240780E-1,1.009172916E1,-3.806980848E0,8.482556343E0
9.524940260E-1,1.015633583E1,-4.372285366E0,7.780860901E0
9.727640260E-1,8.437092781E0,-3.974478483E0,7.917252064E0
