"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.610902900E-2,-3.132949352E0,4.540149122E-2,9.292629242E0
6.622173800E-2,-3.167064667E0,-8.869732916E-2,9.280743599E0
8.649152900E-2,-3.179034233E0,-2.375477701E-1,9.274032593E0
1.067613730E-1,-3.153246164E0,-3.903048635E-1,9.277666092E0
1.270312690E-1,-3.138825417E0,-5.448652506E-1,9.274765968E0
1.473012170E-1,-3.170765877E0,-7.480537891E-1,9.249705315E0
1.675711130E-1,-3.233458519E0,-1.018604517E0,9.202042580E0
1.878411130E-1,-3.293367863E0,-1.306506395E0,9.144241333E0
2.081110080E-1,-3.368976593E0,-1.574559212E0,9.074201584E0
2.283810610E-1,-3.374950886E0,-1.801393032E0,9.029677391E0
2.486510080E-1,-3.280399799E0,-1.983209610E0,9.026418686E0
2.689210610E-1,-3.185250759E0,-2.124100685E0,9.028441429E0
2.891911130E-1,-3.154978991E0,-2.281310081E0,9.000674248E0
3.094611130E-1,-3.217740297E0,-2.492897034E0,8.921995163E0
3.297311130E-1,-3.376719236E0,-2.731143951E0,8.792554855E0
3.500011650E-1,-3.613047123E0,-2.988401651E0,8.613113403E0
3.702711650E-1,-3.801566362E0,-3.290038347E0,8.419864655E0
3.905412170E-1,-3.901824236E0,-3.614999294E0,8.238806725E0
4.109412170E-1,-4.039289474E0,-3.907493114E0,8.036543846E0
4.310813210E-1,-4.294769287E0,-4.158488274E0,7.773823738E0
4.513513730E-1,-4.687451839E0,-4.406632423E0,7.401335716E0
4.716213210E-1,-5.138554573E0,-4.652859211E0,6.936609268E0
4.918913730E-1,-5.617367268E0,-4.905787945E0,6.367794991E0
5.122913730E-1,-6.112183094E0,-5.142047882E0,5.689547062E0
5.324314250E-1,-6.565752029E0,-5.329245567E0,4.965926170E0
5.527015290E-1,-6.964337826E0,-5.459243774E0,4.226704121E0
5.729715290E-1,-7.328823566E0,-5.474368572E0,3.534120560E0
5.932415810E-1,-7.678946972E0,-5.356332779E0,2.917852879E0
6.136415810E-1,-8.011415482E0,-5.152582645E0,2.332061291E0
6.337816860E-1,-8.278304100E0,-4.932559490E0,1.819326639E0
6.540517380E-1,-8.508917809E0,-4.681496620E0,1.360996008E0
6.743217900E-1,-8.706779480E0,-4.407755375E0,9.664781690E-1
6.945918420E-1,-8.873263359E0,-4.130043507E0,6.150730848E-1
7.149918420E-1,-9.007464409E0,-3.864118814E0,3.233672976E-1
7.351318940E-1,-9.117319107E0,-3.610321283E0,1.021916792E-1
7.554019460E-1,-9.222022057E0,-3.335313797E0,-1.911664009E-2
7.756719980E-1,-9.291563034E0,-3.133674383E0,-1.315723360E-1
7.959420500E-1,-9.349458694E0,-2.953209877E0,-1.911944598E-1
8.162121020E-1,-9.417134285E0,-2.732683897E0,-1.428294033E-1
8.364821540E-1,-9.468436241E0,-2.552216053E0,-7.272633910E-2
8.567522060E-1,-9.485914230E0,-2.487530470E0,-2.643160056E-3
8.770222580E-1,-9.491736412E0,-2.460907936E0,1.457739323E-1
8.972923110E-1,-9.481603622E0,-2.474540710E0,3.824141622E-1
9.175623630E-1,-9.458637238E0,-2.546920061E0,4.666643739E-1
