"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.572427600E-2,-5.804355145E-1,-3.229080439E-1,2.540653646E-1
5.590750600E-2,-8.206524849E-1,-1.205079481E-1,3.930822909E-1
7.609115100E-2,-8.360987902E-1,1.500690132E-1,6.791055799E-1
9.627531800E-2,-7.125282288E-1,2.826943398E-1,1.066328883E0
1.164602140E-1,-6.800376773E-1,2.438122183E-1,1.407213211E0
1.366459430E-1,-7.785745859E-1,1.797632314E-2,1.581383824E0
1.568326100E-1,-8.882967234E-1,-8.801741153E-2,1.584047079E0
1.770202140E-1,-9.202546477E-1,3.945470154E-1,1.543567061E0
1.972087560E-1,-9.751157165E-1,1.095490456E0,1.488173366E0
2.173982350E-1,-1.101882100E0,1.690972924E0,1.519598603E0
2.375885470E-1,-1.135970473E0,2.019606590E0,1.588840723E0
2.577795890E-1,-9.681915045E-1,1.805488706E0,1.512674332E0
2.779712560E-1,-7.205176950E-1,1.629187584E0,1.419996381E0
2.981634430E-1,-5.665870905E-1,1.706951857E0,1.473792195E0
3.183559430E-1,-4.771049619E-1,1.398025393E0,1.418931127E0
3.385486510E-1,-3.300985694E-1,7.114629745E-1,1.170192122E0
3.587521930E-1,-1.591237634E-1,2.065279931E-1,7.978824377E-1
3.789315680E-1,-1.127847880E-1,2.022669315E-1,5.949497223E-1
3.991112560E-1,-2.257027328E-1,6.070671082E-1,7.536740303E-1
4.192915680E-1,-5.234439373E-1,9.474188685E-1,1.000282526E0
4.394728180E-1,-7.833682299E-1,8.701872230E-1,9.390298724E-1
4.596553180E-1,-7.322356105E-1,7.322356105E-1,6.072002649E-1
4.798392760E-1,-3.530017436E-1,4.222438633E-1,-3.142527863E-2
5.000247970E-1,-2.400837988E-1,8.387619853E-1,-8.793751597E-1
5.202119850E-1,-1.921469271E-1,1.136503100E0,-1.305480599E0
5.404008390E-1,2.217079997E-1,7.929556370E-1,-1.329449058E0
5.605912560E-1,5.274386406E-1,1.836248189E-1,-1.114265800E0
5.807831310E-1,3.447459340E-1,-4.118575454E-1,-8.847014308E-1
6.009762560E-1,1.652490199E-1,-2.584595978E-1,-7.952193022E-1
6.211704220E-1,7.203845680E-2,7.444861531E-1,-4.324970245E-1
6.413653180E-1,-7.283740491E-2,7.194524407E-1,6.924213469E-2
6.615606310E-1,-3.087933064E-1,4.302333593E-1,3.089264631E-1
6.817561510E-1,-8.387619853E-1,2.123869359E-1,9.693899155E-1
7.019502140E-1,-1.831055045E0,1.367532164E-1,1.530251265E0
7.221388600E-1,-2.881937504E0,-1.956090331E-1,1.882320881E0
7.423220890E-1,-3.848131657E0,-1.089897871E0,2.278066397E0
7.625057350E-1,-4.544281483E0,-1.303483248E0,2.114548445E0
7.826899010E-1,-4.141612053E0,-8.305061460E-1,1.182442665E0
8.028747970E-1,-1.995638251E0,-1.045289934E-1,1.065263674E-1
8.230605260E-1,-1.468732208E-1,-5.673860312E-1,-2.647180259E-1
8.432471930E-1,8.566051126E-1,-1.183641076E0,-1.821600795E-1
8.634347970E-1,9.002809525E-1,-1.394030690E0,1.326253265E-1
8.836233390E-1,2.861564457E-1,-5.828323960E-1,5.044023395E-1
9.038128180E-1,-2.070606202E-1,5.585976243E-1,5.885581374E-1
9.240031310E-1,3.399522603E-1,8.920251131E-1,-5.470128655E-1
9.441941720E-1,5.466133952E-1,7.189198136E-1,-1.077514172E0
9.643858390E-1,2.904174924E-1,2.219743133E-1,-2.741456032E0
9.845780260E-1,1.620532274E-1,3.428817391E-1,-4.443214417E0
1.004770526E0,1.700427085E-1,1.293096900E0,-4.753738880E0
1.024963235E0,7.447524667E-1,2.635861635E0,-3.167561531E0
1.045166776E0,1.427053809E0,3.792737961E0,-9.933583736E-1
1.065346256E0,1.332777977E0,2.640122890E0,-5.965476483E-2
1.085526047E0,3.262370080E-2,-6.643250585E-1,-1.333177447E0
1.105706464E0,-7.482145429E-1,-1.680586576E0,-1.736912370E0
1.125887818E0,-1.015063047E0,-1.117594719E0,-7.009434700E-1
1.146070422E0,-1.234507442E0,-5.562008023E-1,2.071937770E-1
1.166254485E0,-1.391101122E0,-7.479482293E-1,-1.089232087E0
1.186440110E0,-4.563323259E-1,2.922817171E-1,-7.547392845E-1
1.206627297E0,2.920154035E-1,7.775092721E-1,9.864341021E-1
1.226816047E0,7.298387289E-1,-2.073269337E-1,1.200019479E0
1.247006360E0,7.431545258E-1,-1.248622179E0,9.108003974E-2
1.267198026E0,-1.138500497E-1,-1.160737872E0,-1.548360705E0
1.287390943E0,-1.181776881E0,-1.274188519E0,-2.476737976E0
1.307584901E0,-2.272074223E0,-8.890956640E-1,-3.902593374E0
1.327779589E0,-2.873948097E0,-8.342345953E-1,-4.492216587E0
1.347974797E0,-2.902177572E0,-1.405215859E0,-3.420028925E0
1.368170214E0,-1.813478231E0,4.993423447E-2,-1.353417397E0
1.388364901E0,-1.233974814E0,1.820402384E0,-9.427583218E-1
1.408553651E0,-1.032639980E0,2.995388269E0,-2.018674612E-1
1.428742297E0,-1.096555710E0,4.059586525E0,9.395625591E-1
1.448925526E0,-1.793238163E0,4.195940495E0,1.847699761E0
1.469109172E0,-2.936798811E0,3.166363001E0,1.451954365E0
1.489293339E0,-3.069956541E0,1.486442208E0,1.118526831E-1
1.509478235E0,-1.676591754E0,-6.904240251E-1,-1.259674311E0
1.529663964E0,-3.231743574E-1,-2.081125736E0,-1.549425960E0
1.549850631E0,1.828258783E-1,-1.764742374E0,-9.864341021E-1
1.570038235E0,-2.022669315E-1,-2.046637833E-1,-4.724444151E-1
1.590226776E0,-8.126630187E-1,1.301086426E0,1.017326787E-1
1.610416256E0,-1.132242084E0,1.996170878E0,8.042740822E-2
1.630606568E0,-1.159406304E0,2.351969004E0,-3.126548827E-1
1.650797714E0,-8.131956458E-1,1.272856951E0,-9.779120088E-1
1.670989485E0,-2.384859025E-1,1.957421936E-2,-1.078579426E0
1.691181776E0,2.515353858E-1,-2.250369452E-2,-7.238466144E-1
1.711374381E0,5.785713196E-1,6.193176508E-1,-4.170507193E-1
1.731567193E0,8.251798749E-1,1.096555710E0,-8.522108942E-2
1.751770839E0,8.720514774E-1,1.328783274E0,3.020022511E-1
