"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.815621600E-2,-8.119972348E-1,-7.315698266E-1,-1.740374416E-1
4.827022600E-2,-1.251285315E0,-7.885614038E-1,-2.225069404E-1
6.854126800E-2,-1.494165421E0,-1.162335753E0,-4.094607234E-1
8.881241400E-2,-1.858885050E0,-1.640506029E0,-7.496792674E-1
1.090835070E-1,-2.322141647E0,-2.144242525E0,-1.089365244E0
1.293547570E-1,-2.609230042E0,-2.515486956E0,-1.210272670E0
1.496259030E-1,-2.624543190E0,-2.921751738E0,-1.208674788E0
1.698971010E-1,-2.462756395E0,-3.015495062E0,-1.247556925E0
1.901683510E-1,-2.084055185E0,-2.664490700E0,-1.494165421E0
2.104396530E-1,-1.584579706E0,-2.164482594E0,-1.742238641E0
2.307109030E-1,-1.043026209E0,-1.710813403E0,-1.859950304E0
2.509822050E-1,-4.977444410E-1,-1.987782001E0,-2.005358696E0
2.712535070E-1,-3.022685647E-2,-2.098569393E0,-2.012283087E0
2.915248090E-1,2.380864173E-1,-1.984053493E0,-1.954758763E0
3.117961110E-1,3.834949136E-1,-1.367399096E0,-2.065945625E0
3.320673610E-1,3.552654386E-1,-4.914860129E-1,-2.410025835E0
3.523386640E-1,6.511423737E-2,-3.663175404E-1,-2.724145412E0
3.726100180E-1,-2.432795912E-1,-7.363634706E-1,-2.928143501E0
3.928813200E-1,-3.657849133E-1,-1.197489500E0,-3.055974960E0
4.131526220E-1,-4.036017656E-1,-1.244893670E0,-3.050648689E0
4.334239240E-1,-2.709764242E-1,-6.948181987E-1,-2.870086670E0
4.536951740E-1,2.274337858E-1,-5.110602379E-1,-2.575674295E0
4.740058510E-1,6.576671600E-1,-6.681866050E-1,-2.126665592E0
4.942378820E-1,4.916191697E-1,-6.900244951E-1,-1.620798588E0
5.145091840E-1,-4.673844203E-2,-4.014712274E-1,-1.190565228E0
5.347804860E-1,-6.900244951E-1,-2.278332561E-1,-8.652604222E-1
5.550517890E-1,-1.277384281E0,-2.017343044E-1,-7.784414291E-1
5.753230910E-1,-1.751826048E0,1.789642870E-1,-8.695214391E-1
5.955943930E-1,-2.018674612E0,6.480797529E-1,-7.587340474E-1
6.158657470E-1,-2.004826069E0,6.379597783E-1,-4.476770461E-1
6.362657470E-1,-1.645832300E0,-8.988162130E-2,-2.518016994E-1
6.564082990E-1,-1.229447365E0,-7.773761153E-1,-3.567301631E-1
6.766796010E-1,-1.068592548E0,-9.446225166E-1,-3.647196293E-1
6.969509030E-1,-9.568730593E-1,-4.297007322E-1,-1.793637723E-1
7.172222050E-1,-8.370308876E-1,5.379581451E-2,-3.661843762E-2
7.376222050E-1,-7.486140132E-1,9.374319762E-2,1.185105834E-2
7.577648090E-1,-6.095971465E-1,2.623211779E-2,4.593949392E-2
7.780361110E-1,-4.414186180E-1,-1.213068962E-1,2.996053919E-2
7.984361110E-1,-6.910898089E-1,-4.620581120E-2,-1.798963994E-1
8.181062680E-1,-1.151150465E0,6.870950758E-2,-5.206475854E-1
8.385062680E-1,-1.115464211E0,-8.135951310E-2,-4.854938984E-1
8.589062680E-1,-8.689888120E-1,1.635179669E-1,-1.122521535E-1
8.793062680E-1,-6.729803085E-1,1.683116555E-1,-9.307741374E-2
8.996655390E-1,-9.872331023E-1,-4.673844203E-2,-1.101083159E0
9.199358510E-1,-1.020123124E0,-1.468732208E-1,-1.284841061E0
9.403358510E-1,-6.596645117E-1,-2.454101145E-1,-1.394563317E0
9.604784030E-1,-5.030707717E-1,-4.110586047E-1,-1.317331672E0
9.807496010E-1,-1.367532164E-1,-8.599340916E-1,-1.101615787E0
1.001020799E0,1.006674170E-1,-1.164466262E0,-1.094691515E0
1.021292049E0,3.147853911E-1,-1.422792792E0,-1.235306382E0
1.041692049E0,2.492716908E-1,-1.730520844E0,-1.374323249E0
1.061834601E0,1.326253265E-1,-1.848765016E0,-1.160737872E0
1.082105851E0,8.575372398E-2,-1.369529605E0,-9.902957082E-1
1.102377153E0,1.374190152E-1,-2.523343265E-1,-1.202815771E0
1.122648403E0,-6.271740049E-2,5.576655269E-1,-1.207076907E0
1.142919705E0,-3.157175183E-1,8.547409177E-1,-1.298156857E0
1.163191007E0,-4.141212255E-2,7.137266546E-2,-1.384443283E0
1.183462257E0,1.198421568E-1,-1.295493722E0,-1.227316856E0
1.203733559E0,-1.628521830E-1,5.512739420E-1,-1.201750517E0
1.224004861E0,-3.595264861E-3,9.825725555E-1,-1.700693369E0
1.244276164E0,-6.431528926E-2,9.021451473E-1,-2.321076393E0
1.264547466E0,-4.259723127E-1,6.033387184E-1,-2.821084499E0
1.284818768E0,-3.247722387E-1,8.202529699E-2,-3.424423218E0
1.305090018E0,3.898864985E-1,-1.122388363E0,-3.357311487E0
1.325361268E0,9.229177833E-1,-1.676192284E0,-2.476072073E0
1.345632622E0,4.191812575E-1,-7.709845304E-1,-2.073402405E0
1.365903924E0,-6.761760712E-1,1.112401605E0,-1.980857730E0
1.386175226E0,-8.109319210E-1,2.165814161E0,-2.148503542E0
1.406446476E0,-1.277916908E0,2.263685167E-1,-2.376470089E0
1.426846476E0,-1.469131708E0,-1.469664335E0,-2.952644587E0
1.446989080E0,-1.243295789E0,-3.269027770E-1,-3.425488472E0
1.467260382E0,-8.684561849E-1,7.590003312E-3,-3.559179068E0
1.487531684E0,-2.731069624E-1,-4.270375669E-1,-3.167161942E0
1.507802986E0,-1.676458716E-1,-5.627255440E-1,-2.018674612E0
1.528074289E0,-1.108007312E0,1.091895252E-1,-1.870070338E0
1.548474289E0,-2.117078304E0,1.043958366E-1,-1.728390217E0
1.568616893E0,-2.286455154E0,8.415582776E-2,-1.815741897E0
1.588888195E0,-1.705487132E0,-4.233091474E-1,-2.427602768E0
1.609159549E0,-1.297091603E0,-1.049950480E0,-2.916958094E0
1.629430799E0,-1.348224282E0,-1.105344176E0,-3.032539368E0
1.649830799E0,-1.508013844E0,-9.792435765E-1,-2.488855362E0
1.669973455E0,-1.616004944E0,-1.298156857E0,-1.940377712E0
1.690244757E0,-1.455283284E0,-2.056491375E0,-1.616004944E0
1.710516059E0,-1.463805437E0,-2.810964346E0,-1.490969658E0
1.730787361E0,-1.384975910E0,-3.206044197E0,-1.050483108E0
1.751058664E0,-1.220925331E0,-3.183274031E0,-6.836329699E-1
1.771329966E0,-1.072853684E0,-2.567684889E0,-3.237069845E-1
1.791601320E0,-6.223802567E-1,-2.822682381E0,7.257108390E-2
1.811872622E0,-1.362205893E-1,-3.571429491E0,4.378233552E-1
1.832143924E0,-2.530001104E-3,-3.611909628E0,7.487471700E-1
1.852415226E0,-1.340900660E-1,-2.997918129E0,9.772462249E-1
1.872686580E0,-2.436790615E-2,-2.715623379E0,1.091229439E0
1.892957882E0,2.380864173E-1,-2.744918108E0,1.076848388E0
1.913229236E0,4.830970466E-1,-2.879141331E0,1.170058966E0
1.933500539E0,7.231808305E-1,-2.797648668E0,1.357944846E0
1.953771841E0,1.025715709E0,-2.518682718E0,1.408012271E0
1.974043195E0,1.268462658E0,-2.221474171E0,1.281245828E0
1.994314497E0,1.316932201E0,-2.098036766E0,1.029976726E0
2.014585851E0,1.390435338E0,-1.883918762E0,8.659262061E-1
2.034857153E0,1.470330119E0,-1.752358675E0,7.396924496E-1
2.055128507E0,1.513473272E0,-1.428119063E0,5.928192139E-1
2.075399861E0,1.413871169E0,-9.430246353E-1,4.069307148E-1
2.095799861E0,1.293496370E0,-6.079992056E-1,1.129179448E-1
2.115942518E0,1.238635302E0,-5.978792310E-1,-1.303616315E-1
2.136213872E0,1.279115319E0,-6.964160800E-1,-1.852227151E-1
2.156485226E0,1.258342624E0,-7.273087502E-1,-1.740374416E-1
2.176756580E0,1.170458436E0,-8.167908788E-1,-2.438122183E-1
2.197027934E0,1.105077863E0,-8.689888120E-1,-3.519364893E-1
2.217299289E0,1.009736776E0,-7.938877344E-1,-4.126565158E-1
2.237699289E0,8.520777822E-1,-7.629950643E-1,-4.312986135E-1
2.257841997E0,7.237134576E-1,-1.012266755E0,-4.428833723E-1
2.278241997E0,7.135934830E-1,-1.392965317E0,-4.238417745E-1
2.298384705E0,8.265114427E-1,-1.579919100E0,-3.791007102E-1
2.318656059E0,9.980188608E-1,-1.235839009E0,-3.231743574E-1
2.339056059E0,1.105610490E0,-7.187866569E-1,-3.173153996E-1
2.359198820E0,1.044890523E0,-5.707150102E-1,-2.651174963E-1
