"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.629361500E-2,-2.711096108E-1,-1.744369268E-1,-2.227732539E-1
6.656418700E-2,-3.781685829E-1,-2.495380044E-1,-3.676491082E-1
8.683481200E-2,-3.440801501E-1,-3.028011918E-1,-5.482112765E-1
1.071055420E-1,-3.344927728E-1,-4.215780795E-1,-7.147918940E-1
1.273762190E-1,-4.403533638E-1,-5.508744717E-1,-9.448888302E-1
1.476469480E-1,-6.177197695E-1,-7.346324325E-1,-1.175385237E0
1.679176770E-1,-7.503450513E-1,-9.098683000E-1,-1.275520086E0
1.881884060E-1,-8.153261542E-1,-1.037566781E0,-1.320261121E0
2.084591350E-1,-9.749825597E-1,-1.470596433E0,-1.442766428E0
2.287299170E-1,-1.107607841E0,-1.876861334E0,-1.605219126E0
2.490006980E-1,-8.435556293E-1,-1.913080335E0,-1.688709140E0
2.692714270E-1,-2.812296152E-1,-1.687244415E0,-1.808018684E0
2.895422080E-1,2.130527236E-2,-1.671798110E0,-1.934785128E0
3.098129900E-1,-7.243792713E-2,-1.909351945E0,-2.083389282E0
3.300837190E-1,-3.382211924E-1,-1.862480283E0,-2.242513180E0
3.503545000E-1,-6.113281846E-1,-1.467400670E0,-2.414020538E0
3.706252810E-1,-9.819067717E-1,-1.423192263E0,-2.445978403E0
3.908960100E-1,-1.557548642E0,-1.359809041E0,-2.351702690E0
4.111667920E-1,-1.997502446E0,-7.330345511E-1,-2.437988997E0
4.314375730E-1,-2.183257818E0,-1.083905771E-1,-2.628138542E0
4.518375730E-1,-1.784982443E0,8.500803709E-1,-2.876744509E0
4.719791350E-1,-8.153261542E-1,9.102677703E-1,-2.747847557E0
4.922498650E-1,1.569932252E-1,3.755054250E-2,-2.194043636E0
5.125206460E-1,9.227846265E-1,-5.033370852E-2,-1.767538667E0
5.327914270E-1,1.240632653E0,-1.430116445E-1,-1.621730685E0
5.530621560E-1,9.925593734E-1,-6.105292439E-1,-1.485909581E0
5.733329370E-1,6.235787272E-1,-4.917523265E-1,-1.503486514E0
5.936036670E-1,3.141196072E-1,-8.335687965E-2,-1.458745360E0
6.138744480E-1,1.862879843E-1,3.101248741E-1,-1.362871647E0
6.341451770E-1,2.123869359E-1,3.532680571E-1,-1.276052713E0
6.544159580E-1,2.507364154E-1,1.151816323E-1,-1.078579426E0
6.746866870E-1,2.992059290E-1,1.279647946E-1,-7.414234877E-1
6.949574690E-1,4.036017656E-1,3.063964546E-1,-4.054659605E-1
7.152281980E-1,5.953491926E-1,3.969438672E-1,-2.089248300E-1
7.354989270E-1,9.803088903E-1,5.189165473E-1,-2.392848432E-1
7.558989270E-1,1.555950761E0,1.998700947E-1,-5.322323442E-1
7.760404370E-1,2.198171616E0,-4.954807460E-1,-9.454214573E-1
7.963111670E-1,2.462223768E0,-1.332644820E0,-1.341566443E0
8.165818960E-1,2.202965260E0,-1.574326515E0,-1.639840245E0
