"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.853079100E-2,-6.759097576E-1,-7.743135095E-1,1.950764060E-1
7.879860400E-2,-8.788425326E-1,-5.394228697E-1,3.181143403E-1
9.906641600E-2,-1.198821068E0,-4.186486006E-1,4.383559823E-1
1.193342290E-1,-1.448092818E0,-3.595264852E-1,4.559328258E-1
1.396020410E-1,-1.672863364E0,-5.012065172E-1,4.580633640E-1
1.598698540E-1,-1.979526162E0,-6.384924054E-1,6.029392481E-1
1.801376660E-1,-2.704837561E0,-8.307724595E-1,9.926925302E-1
2.004055310E-1,-3.458245277E0,-6.486123800E-1,9.703220129E-1
2.206733430E-1,-3.441200972E0,-1.656484902E-1,6.295707822E-1
2.409411560E-1,-2.724012375E0,-1.869537681E-1,1.796300858E-1
2.612089680E-1,-1.977928281E0,-6.075997353E-1,-4.237086177E-1
2.814768330E-1,-1.477920175E0,-6.560692191E-1,-5.265065432E-1
3.017446450E-1,-1.073785782E0,-7.854987979E-1,-2.154495716E-1
3.220124580E-1,-6.179860830E-1,-1.641704440E0,6.588655710E-1
3.422803220E-1,-2.483395934E-1,-2.197638988E0,1.700427055E0
3.625481350E-1,-2.824280262E-1,-1.972468734E0,2.290982723E0
3.828159990E-1,-5.775060654E-1,-1.249287963E0,2.467816353E0
4.030838120E-1,-9.800425768E-1,-6.741787195E-1,2.302167892E0
4.233516760E-1,-1.399090648E0,5.404881239E-1,1.915610313E0
4.436194890E-1,-1.588707566E0,2.163017750E0,1.308010578E0
4.638873540E-1,-1.478985429E0,2.755038023E0,8.245140314E-1
4.841552180E-1,-1.232376933E0,2.724678040E0,8.719182611E-1
5.044230830E-1,-9.693899155E-1,1.976596713E0,1.097088337E0
5.246908950E-1,-4.438154697E-1,7.677887678E-1,1.023052573E0
5.449587600E-1,3.262369931E-1,-1.917474531E-2,6.721813679E-1
5.652266240E-1,8.741819859E-1,-2.583264410E-1,6.562023759E-1
5.854944890E-1,8.448871970E-1,-1.928127259E-1,6.093307734E-1
6.057623540E-1,4.752407372E-1,3.482080400E-1,5.107939243E-1
6.260302180E-1,5.299686641E-2,8.370308876E-1,4.644549489E-1
6.464302180E-1,-1.162468940E-1,6.021402478E-1,3.074617088E-1
6.665659470E-1,-5.139897019E-2,6.554034352E-1,1.615206003E-1
6.868338120E-1,-2.169143111E-1,3.423491120E-1,2.371543199E-1
7.071017290E-1,-4.976112843E-1,-5.965476483E-2,2.137185186E-1
7.273695930E-1,-1.305880070E0,1.500690132E-1,2.143843099E-2
7.476374580E-1,-2.199503183E0,5.415533781E-1,-2.410158962E-1
7.679053740E-1,-2.632399559E0,7.017424107E-1,-2.905506492E-1
7.881731870E-1,-2.154229403E0,9.574056864E-1,-6.367613673E-1
8.084411040E-1,-8.005456328E-1,1.634247541E0,-1.237969518E0
8.288411040E-1,1.589905918E-1,1.960617781E0,-1.573394418E0
8.489768850E-1,2.197106332E-1,2.125200987E0,-1.606950164E0
8.692448010E-1,-2.771016955E-1,2.735863447E0,-1.463139653E0
