"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.520433000E-2,-1.269794226E0,-1.298689485E0,6.073334217E-1
7.531506000E-2,-1.443432212E0,-1.606950164E0,5.073317885E-1
9.558276800E-2,-1.535577536E0,-2.091511965E0,5.552686453E-1
1.158506330E-1,-1.281512141E0,-2.688991785E0,6.872282028E-1
1.362506330E-1,-9.444893599E-1,-3.196456671E0,6.233124137E-1
1.563864140E-1,-6.978808641E-1,-3.231077671E0,3.182475269E-1
1.766542780E-1,-4.929507375E-1,-2.793920279E0,4.082622826E-1
1.969221950E-1,-1.957421899E-1,-2.035053015E0,1.031841040E0
2.171901120E-1,2.350237966E-1,-1.675127029E0,1.778324485E0
2.374580280E-1,4.571312666E-1,-1.168727398E0,2.072337151E0
2.577259450E-1,2.174469382E-1,-1.719069183E-1,1.974333048E0
2.779939140E-1,-3.086601496E-1,2.350237966E-1,1.968474030E0
2.982618830E-1,-8.321040869E-1,-3.091927767E-1,1.954092979E0
3.185298510E-1,-1.045689464E0,-9.034767151E-1,1.746899247E0
3.387978200E-1,-9.423588514E-1,-1.194826365E0,1.461541772E0
3.590657890E-1,-8.555398583E-1,-8.496809006E-1,1.522261739E0
3.793338100E-1,-7.692534924E-1,-1.082440972E0,1.834250808E0
3.996017780E-1,-7.410240173E-1,-1.153813720E0,2.025998354E0
4.198697470E-1,-8.352998495E-1,-9.354346395E-1,1.872067690E0
4.401377680E-1,-6.925545335E-1,-1.160737872E0,1.595764875E0
4.604057890E-1,-2.873548567E-1,-2.220941544E0,1.143560529E0
4.806737580E-1,-1.776327193E-1,-3.240132570E0,1.075516820E0
5.009417780E-1,-4.364917874E-1,-2.947185040E0,1.203747869E0
5.212097470E-1,-5.546028614E-1,-1.618668079E0,7.676556110E-1
5.414777160E-1,-5.041360259E-1,-1.735847116E0,7.655251026E-1
5.617457370E-1,-4.647212625E-1,-2.612825394E0,1.578188062E0
5.820137580E-1,-5.025381446E-1,-3.463172197E0,2.345976830E0
6.024137580E-1,-7.266429663E-1,-3.466367960E0,1.743703365E0
6.225496950E-1,-9.508809447E-1,-2.427469492E0,2.932138145E-1
6.428177160E-1,-1.141962647E0,-1.790175557E0,-1.498026997E-1
6.630856850E-1,-1.610678673E0,-2.225735188E0,1.568600684E-1
6.833537050E-1,-1.936516166E0,-2.999382973E0,2.777675092E-1
7.036216740E-1,-2.229330540E0,-3.016959906E0,1.978727281E-1
7.238896430E-1,-2.568084240E0,-2.079794168E0,-9.760478139E-2
7.441576640E-1,-2.315084219E0,-1.450356483E0,-6.775076985E-1
7.644256330E-1,-1.458878517E0,-1.393897533E0,-1.045955777E0
7.846936530E-1,-6.760429144E-1,-1.614407063E0,-1.050216794E0
8.049616220E-1,-4.530033767E-1,-1.810948133E0,-8.543414474E-1
8.252295910E-1,-5.451486707E-1,-1.569133401E0,-6.934866309E-1
8.454975080E-1,-7.671229839E-1,-9.881651998E-1,-6.759097576E-1
8.657655800E-1,-1.129712105E0,-4.577970505E-1,-6.641919017E-1
8.860335490E-1,-1.506282806E0,-3.219759464E-1,-7.275750637E-1
9.063015700E-1,-1.712810755E0,-7.869634777E-2,-8.862993717E-1
9.265695390E-1,-1.738377094E0,3.403517306E-1,-9.859014750E-1
9.468375080E-1,-1.722398162E0,6.769750714E-1,-7.510108948E-1
9.671055280E-1,-1.615472317E0,4.511391521E-1,-4.709796906E-1
9.873734970E-1,-1.502554417E0,1.785648167E-1,-4.768386483E-1
1.007641518E0,-1.690972924E0,-2.235722095E-1,-5.874928832E-1
1.027909487E0,-2.235722065E0,-6.761760712E-1,-6.807034612E-1
1.048177508E0,-2.766622782E0,-6.010749936E-1,-7.648593187E-1
1.068445476E0,-2.551040173E0,-6.016076207E-1,-7.392929792E-1
1.088713497E0,-1.133440495E0,-1.043026209E0,-6.791055799E-1
1.108981466E0,1.018658355E-1,-7.894935012E-1,-3.372890949E-1
1.129249487E0,1.663142890E-1,-6.255760789E-1,8.442214131E-2
