"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.343359400E-2,-1.244267747E-1,3.004188776E0,9.722636223E0
5.373177100E-2,-3.134597540E-1,2.827120066E0,9.370891571E0
7.384442800E-2,-4.666004181E-1,3.083152056E0,7.960322857E0
9.411416700E-2,-5.670989752E-1,3.354139090E0,7.409973621E0
1.143839070E-1,-5.407779217E-1,3.406781197E0,7.831110477E0
1.347839070E-1,-5.407779217E-1,3.466601849E0,7.996214867E0
1.549237510E-1,-3.206382394E-1,3.533600807E0,8.051250458E0
1.751934900E-1,3.110669367E-2,2.982653379E0,8.559126854E0
1.954633860E-1,-2.751746178E-1,3.011367321E0,8.843872070E0
2.157332300E-1,-3.780659735E-1,3.296711445E0,9.004191399E0
2.360031260E-1,-1.531406492E-1,3.124428272E0,9.200403214E0
2.562730210E-1,-4.283152521E-1,2.872583628E0,8.824729919E0
2.765429170E-1,-4.953143001E-1,2.831905603E0,8.386843681E0
2.968128130E-1,-3.206382394E-1,2.767299414E0,8.403593063E0
3.170827610E-1,3.427718580E-1,2.886940479E0,8.654839516E0
3.373527090E-1,8.117650747E-1,2.836691141E0,8.487341881E0
3.576226050E-1,6.729813814E-1,2.554338217E0,8.520841599E0
3.778925010E-1,5.629115105E-1,2.532802820E0,9.044869423E0
3.981624480E-1,5.270192027E-1,2.578266382E0,9.404391289E0
4.184323960E-1,7.950153351E-1,2.745764017E0,9.624530792E0
4.387023440E-1,9.194421172E-1,1.864607096E0,8.891729355E0
4.589722920E-1,6.777670383E-1,1.780858278E0,9.595816612E0
4.792421360E-1,1.520638824E0,2.458625317E0,1.048415279E1
4.995120840E-1,2.430509567E0,2.039283037E0,1.081914711E1
5.197820320E-1,2.361117840E0,1.706680775E0,1.009352398E1
5.400519800E-1,1.886740685E0,1.649253011E0,9.416355133E0
5.603218760E-1,2.121237278E0,1.795215130E0,9.183652878E0
5.805918230E-1,3.093321562E0,1.689931035E0,1.017966557E1
6.008617710E-1,3.366103172E0,1.314257860E0,1.019641590E1
6.211317190E-1,3.323032379E0,1.378864050E0,1.026341438E1
6.414016670E-1,3.632304668E0,8.757730722E-1,9.981060982E0
6.616715630E-1,3.457628727E0,7.896314859E-1,1.004566765E1
6.819415110E-1,2.973680258E0,1.197009563E0,1.014616585E1
7.022114590E-1,3.055036306E0,1.211366415E0,1.048893833E1
7.224814070E-1,3.296711445E0,8.685946465E-1,9.935597420E0
7.427513550E-1,3.897907972E0,1.345364571E0,9.054440498E0
7.630213030E-1,4.192225456E0,1.484148264E0,8.934800148E0
7.832912510E-1,3.816552162E0,1.596610904E0,9.543174744E0
8.035611460E-1,3.926621914E0,1.398006678E0,9.863813400E0
8.238310940E-1,3.306282759E0,1.223330617E0,9.717850685E0
8.441010420E-1,3.244069338E0,1.352542996E0,1.024905777E1
8.643709900E-1,3.579662561E0,1.560718536E0,1.004088211E1
8.846409380E-1,3.850051641E0,2.195414782E0,9.404391289E0
9.049108860E-1,4.041477680E0,2.626122952E0,8.740981102E0
9.251808340E-1,3.641875982E0,3.025724173E0,8.513663292E0
9.454507820E-1,3.210569859E0,3.330210924E0,8.786444664E0
9.657207300E-1,3.055036306E0,3.085544825E0,8.846264839E0
9.859906780E-1,3.229712248E0,2.542374134E0,8.618947029E0
1.006260626E0,3.055036306E0,2.293520451E0,8.908478737E0
1.026530573E0,2.693720102E0,2.537588358E0,9.260223389E0
1.046800521E0,3.023929596E0,2.937189817E0,8.762516975E0
1.067070469E0,3.294318676E0,2.673979282E0,8.346165657E0
1.087340417E0,3.102892876E0,2.528017044E0,8.671588898E0
1.107610365E0,3.759124279E0,2.092523336E0,9.641280174E0
1.127880313E0,2.959323406E0,1.230509043E0,9.969097137E0
1.148150261E0,1.903490424E0,1.314257860E0,9.598209381E0
1.168420209E0,1.668993831E0,1.362114310E0,9.006584167E0
1.188690209E0,2.166700840E0,1.340578914E0,8.566305161E0
1.208960157E0,2.753540754E0,1.893320918E0,8.372486115E0
1.229360157E0,2.806182861E0,2.063211441E0,8.190033913E0
1.249500053E0,2.698505640E0,1.917249203E0,8.072785378E0
1.269770001E0,3.289532900E0,1.663609982E0,8.367700577E0
1.290040001E0,3.426522017E0,1.656431437E0,8.695517540E0
1.310309948E0,2.147558212E0,1.438684583E0,8.568697929E0
1.330709948E0,2.293520451E0,9.978070259E-1,9.445069313E0
1.350849844E0,2.787040234E0,3.062812984E-1,1.023230743E1
1.371119792E0,2.516651154E0,9.355936646E-1,1.111825085E1
1.391389792E0,1.860419631E0,1.063011408E0,1.280399418E1
1.411659740E0,1.791027784E0,2.727817893E-1,1.280160141E1
1.432059740E0,2.049452543E0,-7.776673418E-3,1.186301613E1
1.452199688E0,2.545365095E0,2.392822644E-3,1.125464153E1
1.472469636E0,1.678565025E0,1.316052526E-1,1.117089272E1
1.492739636E0,1.268195957E-1,-4.127619043E-2,1.153041458E1
1.513009584E0,-4.450650215E-1,-1.465603858E-1,1.090768242E1
1.533409584E0,1.483550072E-1,-8.195417374E-2,9.686744690E0
1.553549532E0,1.244267747E-1,9.427721500E-1,9.677172661E0
1.573819480E0,2.853440940E-1,6.891329288E-1,9.343972206E0
1.594089428E0,6.753742099E-1,-6.538388133E-1,8.201997757E0
1.614359428E0,5.024927482E-2,-1.256231871E-2,7.352545738E0
1.634629376E0,-1.005583763E0,1.290329576E0,7.112665176E0
1.654899323E0,-1.292722464E0,1.776072621E0,5.999404430E0
1.675169323E0,-7.369893789E-1,7.920243144E-1,4.967499733E0
1.695439271E0,-1.118046403E0,-2.925225794E-1,4.441078663E0
1.715709271E0,-2.398804665E0,5.479564071E-1,4.429114819E0
1.735979219E0,-3.526422262E0,1.890928149E0,4.103092670E0
1.756249219E0,-4.754538536E0,1.804786444E0,3.677170277E0
1.776519167E0,-6.078966141E0,1.960319996E0,3.629313707E0
1.796789167E0,-6.521637917E0,2.633301258E0,2.951546669E0
1.817059115E0,-8.271987915E0,2.415554523E0,2.041675806E0
1.837329115E0,-1.066600704E1,2.484946251E0,1.436291814E0
1.857599063E0,-1.224407387E1,2.879761934E0,1.589432478E0
1.877869063E0,-1.186301613E1,3.244069338E0,2.015354872E0
1.898139011E0,-1.128634644E1,3.366103172E0,2.240878344E0
1.918408959E0,-1.150887871E1,3.239283562E0,1.811964989E0
1.938678959E0,-1.231825066E1,3.282354355E0,1.424327731E0
1.958948959E0,-1.218126202E1,3.028116941E0,1.441077471E0
1.979218907E0,-1.155434227E1,3.040081263E0,1.838286042E0
1.999488907E0,-1.092921734E1,3.215355396E0,2.024926186E0
2.019758855E0,-1.080957603E1,3.122035265E0,1.694716692E0
2.040028855E0,-1.074257755E1,2.606980324E0,1.376471281E0
2.060298803E0,-1.050568771E1,2.147558212E0,8.757730722E-1
2.080568803E0,-1.059900761E1,1.905285001E0,5.910272002E-1
2.100838803E0,-1.043868923E1,2.106880426E0,4.666004181E-1
2.121108751E0,-1.015633583E1,2.000998020E0,8.374879509E-2
2.141378751E0,-1.000738239E1,1.474576950E0,-3.284149170E-1
2.161648698E0,-1.002413273E1,1.043868899E0,-6.538388133E-1
2.181918698E0,-1.014915752E1,4.522434771E-1,-7.232306600E-1
2.202188698E0,-9.921240807E0,2.321037948E-1,-6.873382926E-1
2.222458646E0,-9.449854851E0,7.896314561E-2,-6.801598072E-1
2.242728646E0,-9.571888924E0,1.100698411E-1,-1.024726272E0
2.262998646E0,-1.030229759E1,-8.434699476E-2,-1.336391449E0
2.283268594E0,-1.053440189E1,-3.475574851E-1,-1.400997639E0
2.303538594E0,-1.020419216E1,-6.490531564E-1,-1.221535921E0
2.323808594E0,-9.614959717E0,-9.768698215E-1,-1.089930773E0
2.344078542E0,-8.894122124E0,-1.003190875E0,-1.247856975E0
2.364348542E0,-8.511270523E0,-7.328019142E-1,-1.692921996E0
2.384618490E0,-8.872586250E0,-6.370890141E-1,-2.231905222E0
2.404888490E0,-9.521639824E0,-5.772684813E-1,-2.554936409E0
2.425158490E0,-9.808777809E0,-6.203392744E-1,-2.497508526E0
2.445428490E0,-9.684351921E0,-4.648058116E-1,-2.277369022E0
2.465698438E0,-9.629316330E0,-8.434699476E-2,-2.085345030E0
2.485968438E0,-9.988240242E0,2.033899277E-1,-1.862812400E0
2.506238438E0,-1.037168980E1,1.698904037E-1,-1.575673699E0
2.526508126E0,-1.076411247E1,3.828516230E-2,-1.154536963E0
2.546778386E0,-1.084786129E1,-1.369891018E-1,-8.213363886E-1
2.567048386E0,-1.067557812E1,-4.001995921E-1,-4.719842672E-1
2.587318386E0,-1.051765156E1,-5.389832854E-1,-2.063809484E-1
2.607588334E0,-1.042193890E1,-7.184450030E-1,-1.010967568E-1
2.627858386E0,-1.047697353E1,-1.125823021E0,-1.561316848E-1
2.648128334E0,-1.075932693E1,-1.673779488E0,-4.193421602E-1
2.668398334E0,-1.102253723E1,-2.119442701E0,-8.213363886E-1
2.688668334E0,-1.104168034E1,-2.464009047E0,-1.200000525E0
2.708938334E0,-1.087178993E1,-2.803789854E0,-1.530210137E0
2.729208334E0,-1.058465099E1,-3.050250769E0,-1.666600943E0
2.749478334E0,-1.019222832E1,-3.376272678E0,-1.472782373E0
2.769748334E0,-9.756135941E0,-3.627519131E0,-1.269392371E0
2.790018334E0,-9.291928291E0,-3.541377544E0,-1.393819213E0
2.810288334E0,-9.042476654E0,-3.242274761E0,-1.805384636E0
2.830688334E0,-9.201001167E0,-3.021536827E0,-2.100300074E0
2.850828334E0,-9.461818695E0,-2.820539713E0,-2.289333105E0
2.871098334E0,-9.418747902E0,-2.583650351E0,-2.423331022E0
2.891368334E0,-8.884550095E0,-2.164906263E0,-2.605185747E0
2.911638334E0,-8.281558990E0,-1.680957913E0,-2.660220623E0
2.932038334E0,-8.092526436E0,-1.386640668E0,-2.724826813E0
2.952178386E0,-8.595019341E0,-1.266999602E0,-2.854039192E0
2.972448386E0,-9.538389206E0,-1.243071318E0,-3.045464993E0
2.992718438E0,-1.041715336E1,-1.204786181E0,-3.107678413E0
3.013118438E0,-1.077607632E1,-1.087537885E0,-3.062214851E0
3.033416355E0,-1.080479050E1,-8.715856671E-1,-2.849253654E0
3.053529063E0,-1.065165043E1,-6.969096065E-1,-2.483151674E0
3.073799011E0,-1.055832958E1,-6.873382926E-1,-2.133799553E0
3.094068959E0,-1.059422207E1,-8.883354068E-1,-1.786242127E0
3.114338855E0,-1.063729286E1,-1.192822099E0,-1.534995675E0
3.134738855E0,-1.070189953E1,-1.384247899E0,-1.281356573E0
3.154878907E0,-1.072821999E1,-1.403390527E0,-1.106680512E0
3.175148803E0,-1.045783138E1,-1.417747378E0,-9.409775138E-1
3.195418855E0,-9.930811882E0,-1.525424480E0,-7.950153351E-1
3.215688855E0,-9.442676544E0,-1.692921996E0,-8.261220455E-1
3.235958855E0,-8.965906143E0,-1.704886079E0,-9.912267923E-1
3.256228907E0,-8.652446747E0,-1.601994753E0,-1.228714466E0
3.276499011E0,-8.484949112E0,-1.396211982E0,-1.432104349E0
3.296768959E0,-8.475378036E0,-1.228714466E0,-1.731207132E0
3.317039063E0,-8.618947029E0,-1.042074203E0,-2.150549412E0
3.337309115E0,-8.932407379E0,-8.596215248E-1,-2.789433002E0
3.357579167E0,-9.703494072E0,-6.323033571E-1,-3.677768469E0
3.377849219E0,-1.078804111E1,-4.336991012E-1,-4.410570145E0
3.398119219E0,-1.152084255E1,-4.025924206E-1,-4.611567497E0
3.418389271E0,-1.165484047E1,-2.398804724E-1,-4.353142738E0
3.438659376E0,-1.110150051E1,3.828516230E-2,-3.883551121E0
3.458929428E0,-1.027836990E1,-5.324030295E-2,-3.428914785E0
3.479199480E0,-9.555138588E0,-2.303091735E-1,-3.129213810E0
3.499469584E0,-9.583852768E0,-2.398804724E-1,-2.705684185E0
3.519739636E0,-1.003370380E1,-2.231307179E-1,-2.200798512E0
